"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Zn_1_50673074","OG0000224","Zn","Gmax_Wm82.a2.v1",1,50673074,50473074,51415554,"Glyma.01G167000",50495101,50496165,"PTHR31374:SF35 - AUXIN-INDUCED PROTEIN-RELATED (1 of 4)",4,4,0.75,0.282961538461538,0.143407692307692,0.487586153846154
"Gmax_Wm82.a2.v1_Zn_5_37139944","OG0000130","Zn","Gmax_Wm82.a2.v1",5,37139944,36939944,38324189,"Glyma.05G191600",37711639,37726572,"K11000 - callose synthase [EC:2.4.1.-] Glc b1-3 Glc (CALS)  (1 of 18)",4,4,0.75,0.282961538461538,0.143407692307692,0.487586153846154
"Gmax_Wm82.a2.v1_Zn_5_37139944","OG0001176","Zn","Gmax_Wm82.a2.v1",5,37139944,36939944,38324189,"Glyma.05G196600",38081436,38085776,"",4,4,0.75,0.282961538461538,0.143407692307692,0.487586153846154
"Gmax_Wm82.a2.v1_Zn_1_10813099","OG0000354","Zn","Gmax_Wm82.a2.v1",1,10813099,10613099,11502991,"Glyma.01G067100",10917771,10920690,"",4,5,0.8,0.282961538461538,0.114726153846154,0.481849846153846
"Gmax_Wm82.a2.v1_Zn_2_4486771","OG0000224","Zn","Gmax_Wm82.a2.v1",2,4486771,4286771,5367931,"Glyma.02G049200",4479569,4480377,"PTHR31374:SF35 - AUXIN-INDUCED PROTEIN-RELATED (1 of 4)",4,5,0.8,0.282961538461538,0.114726153846154,0.481849846153846
"Gmax_Wm82.a2.v1_Zn_4_321728","OG0000224","Zn","Gmax_Wm82.a2.v1",4,321728,121728,956672,"Glyma.04G007100",545441,546561,"PTHR31374:SF41 - AUXIN-INDUCED PROTEIN-LIKE-RELATED (1 of 4)",4,5,0.8,0.282961538461538,0.114726153846154,0.481849846153846
"Gmax_Wm82.a2.v1_Zn_4_321728","OG0001176","Zn","Gmax_Wm82.a2.v1",4,321728,121728,956672,"Glyma.04G005200",433402,436407,"KOG2922 - Uncharacterized conserved protein (1 of 18)",4,5,0.8,0.282961538461538,0.114726153846154,0.481849846153846
"Gmax_Wm82.a2.v1_Zn_11_5843959","OG0000224","Zn","Gmax_Wm82.a2.v1",11,5843959,5643959,6162759,"Glyma.11G076200",5700637,5701432,"PTHR31374:SF35 - AUXIN-INDUCED PROTEIN-RELATED (1 of 4)",4,8,0.875,0.282961538461538,0.0717038461538462,0.473245384615385
"Osativa_v7.0_Zn_4_28222296","OG0000090","Zn","Osativa_v7.0",4,28222296,27979296,28465296,"LOC_Os04g47300",28079505,28082320,"CAMK_CAMK_like.26 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",4,4,0.75,0.318636363636364,0.136272727272727,0.463327272727273
"Osativa_v7.0_Zn_8_24273412","OG0000354","Zn","Osativa_v7.0",8,24273412,24030412,24516412,"LOC_Os08g38110",24143230,24144696,"cytokinin-O-glucosyltransferase 1, putative, expressed",4,7,0.857142857142857,0.318636363636364,0.0778701298701298,0.451646753246753
"Osativa_v7.0_Zn_6_30881885","OG0000130","Zn","Osativa_v7.0",6,30881885,30638885,31124892,"LOC_Os06g51270",31033381,31048512,"1,3-beta-glucan synthase component domain containing protein, expressed",4,8,0.875,0.318636363636364,0.0681363636363636,0.4497
"Osativa_v7.0_Zn_6_30881885","OG0000916","Zn","Osativa_v7.0",6,30881885,30638885,31124892,"LOC_Os06g51000",30866013,30866879,"carrier, putative, expressed",4,8,0.875,0.318636363636364,0.0681363636363636,0.4497
"Osativa_v7.0_Zn_6_30881885","OG0000916","Zn","Osativa_v7.0",6,30881885,30638885,31124892,"LOC_Os06g50980",30855270,30856121,"expressed protein",4,8,0.875,0.318636363636364,0.0681363636363636,0.4497
"Osativa_v7.0_Zn_6_30881885","OG0000916","Zn","Osativa_v7.0",6,30881885,30638885,31124892,"LOC_Os06g51010",30868978,30870035,"expressed protein",4,8,0.875,0.318636363636364,0.0681363636363636,0.4497
"Sbicolor_v3.1.1_Zn_1_78728262","OG0000130","Zn","Sbicolor_v3.1.1",1,78728262,78628262,78876002,"Sobic.001G521500",78651133,78669729,"similar to Putative callose synthase 1 catalytic subunit",4,2,0.5,0.376,0.2496,0.44928
"Osativa_v7.0_Zn_1_24929355","OG0000090","Zn","Osativa_v7.0",1,24929355,24686355,25172472,"LOC_Os01g43410",24839124,24843618,"CAMK_CAMK_like.9 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",4,11,0.909090909090909,0.318636363636364,0.0495537190082645,0.44598347107438
"Osativa_v7.0_Zn_1_38076310","OG0001176","Zn","Osativa_v7.0",1,38076310,37833310,38319322,"LOC_Os01g65310",37887605,37890519,"DUF803 domain containing, putative, expressed",4,11,0.909090909090909,0.318636363636364,0.0495537190082645,0.44598347107438
"Osativa_v7.0_Zn_6_2181304","OG0000224","Zn","Osativa_v7.0",6,2181304,1938304,2424304,"LOC_Os06g04590",2000167,2000569,"OsSAUR24 - Auxin-responsive SAUR gene family member, expressed",4,20,0.95,0.318636363636364,0.0272545454545455,0.441523636363636
"Osativa_v7.0_Zn_6_2181304","OG0003552","Zn","Osativa_v7.0",6,2181304,1938304,2424304,"LOC_Os06g04660",2030467,2034813,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",4,20,0.95,0.318636363636364,0.0272545454545455,0.441523636363636
"Osativa_v7.0_Zn_6_2181304","OG0001606","Zn","Osativa_v7.0",6,2181304,1938304,2424304,"LOC_Os06g04680",2039302,2041427,"expressed protein",4,20,0.95,0.318636363636364,0.0272545454545455,0.441523636363636
"Athaliana_TAIR10_Zn_2_5637879","OG0000130","Zn","Athaliana_TAIR10",2,5637879,5562879,5716375,"AT2G13680",5694398,5706134,"callose synthase 5",4,1,0,0.449,0.4408,0.4408
"Athaliana_TAIR10_Zn_5_16389101","OG0001606","Zn","Athaliana_TAIR10",5,16389101,16314101,16464101,"AT5G40830",16354380,16356289,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",4,1,0,0.449,0.4408,0.4408
"Sbicolor_v3.1.1_Zn_6_58210809","OG0000354","Zn","Sbicolor_v3.1.1",6,58210809,58110809,58310809,"Sobic.006G242200",58290141,58293675,"similar to H0212B02.10 protein",4,4,0.75,0.376,0.1248,0.42432
"Sbicolor_v3.1.1_Zn_3_56148509","OG0000090","Zn","Sbicolor_v3.1.1",3,56148509,56048509,56248509,"Sobic.003G225200",56120809,56126363,"similar to Putative calcium-dependent protein kinase",4,6,0.833333333333333,0.376,0.0832,0.416
"Sbicolor_v3.1.1_Zn_3_68822933","OG0001176","Zn","Sbicolor_v3.1.1",3,68822933,68722933,68922933,"Sobic.003G372500",68780592,68783588,"similar to Putative uncharacterized protein",4,11,0.909090909090909,0.376,0.0453818181818182,0.408436363636364
"Sbicolor_v3.1.1_Zn_10_2336971","OG0000224","Zn","Sbicolor_v3.1.1",10,2336971,2236971,2551487,"Sobic.010G027700",2271863,2272246,"K14488 - SAUR family protein (SAUR)  (1 of 35)",4,13,0.923076923076923,0.376,0.0384,0.40704
"Sbicolor_v3.1.1_Zn_10_2336971","OG0003552","Zn","Sbicolor_v3.1.1",10,2336971,2236971,2551487,"Sobic.010G028800",2336435,2341589,"similar to Oxidoreductase, 2OG-Fe(II) oxygenase family protein-like",4,13,0.923076923076923,0.376,0.0384,0.40704
"Sbicolor_v3.1.1_Zn_10_2336971","OG0001606","Zn","Sbicolor_v3.1.1",10,2336971,2236971,2551487,"Sobic.010G029000",2347973,2349893,"similar to Putative uncharacterized protein",4,13,0.923076923076923,0.376,0.0384,0.40704
"Athaliana_TAIR10_Zn_1_22936373","OG0000090","Zn","Athaliana_TAIR10",1,22936373,22861373,23011373,"AT1G61950",22899417,22901946,"calcium-dependent protein kinase 19",4,2,0.5,0.449,0.2204,0.39672
"Sbicolor_v3.1.1_Zn_1_11096359","OG0007427","Zn","Sbicolor_v3.1.1",1,11096359,10996359,11196359,"Sobic.001G139900",11127471,11132935,"PTHR12064//PTHR12064:SF30 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_351649","OG0001337","Zn","Sbicolor_v3.1.1",1,351649,251649,451649,"Sobic.001G003000",270920,275933,"similar to OTU-like cysteine protease family protein, putative, expressed",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_54138523","OG0001315","Zn","Sbicolor_v3.1.1",1,54138523,54038523,54343630,"Sobic.001G277700",54133502,54137545,"PTHR23315//PTHR23315:SF79 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_58377437","OG0013217","Zn","Sbicolor_v3.1.1",1,58377437,58277437,58477437,"Sobic.001G302100",58464660,58467382,"similar to Putative uncharacterized protein",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_67213069","OG0000604","Zn","Sbicolor_v3.1.1",1,67213069,67113069,67403970,"Sobic.001G385066",67265052,67265846,"PTHR24282//PTHR24282:SF34 - CYTOCHROME P450 FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 4)",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_71505632","OG0007287","Zn","Sbicolor_v3.1.1",1,71505632,71405632,71605632,"Sobic.001G436000",71430427,71431172,"similar to Expressed protein",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_1_73269096","OG0003206","Zn","Sbicolor_v3.1.1",1,73269096,73169096,73369096,"Sobic.001G456500",73275333,73278965,"similar to Replication protein A1",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_2_14386400","OG0005066","Zn","Sbicolor_v3.1.1",2,14386400,14286400,14486400,"Sobic.002G116600",14438063,14447902,"similar to Putative uncharacterized protein",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_2_4823802","OG0002936","Zn","Sbicolor_v3.1.1",2,4823802,4723802,4923802,"Sobic.002G051800",4920027,4925277,"similar to Tetratricopeptide repeat (TPR)-containing protein-like protein",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_2_61933842","OG0005894","Zn","Sbicolor_v3.1.1",2,61933842,61833842,62231197,"Sobic.002G227200",61920746,61924137,"similar to DNAJ heat shock N-terminal domain-containing protein-like",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_2_64066927","OG0000035","Zn","Sbicolor_v3.1.1",2,64066927,63966927,64166927,"Sobic.002G254600",64102512,64110901,"weakly similar to Putative uncharacterized protein OJ1735_C10.8",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_3_58984834","OG0001291","Zn","Sbicolor_v3.1.1",3,58984834,58884834,59084834,"Sobic.003G250500",58889224,58892240,"similar to U2 snRNP auxiliary factor, small subunit",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_3_59392799","OG0010047","Zn","Sbicolor_v3.1.1",3,59392799,59292799,59539519,"Sobic.003G256100",59423752,59439954,"similar to Two pore calcium channel protein 1",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_3_6895827","OG0010707","Zn","Sbicolor_v3.1.1",3,6895827,6795827,7187283,"Sobic.003G083400",7161171,7171894,"similar to Putative uncharacterized protein",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_4_14983749","OG0000105","Zn","Sbicolor_v3.1.1",4,14983749,14883749,15083749,"Sobic.004G126100",14932515,14934423,"PF07714//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat (LRR_8)  (1 of 7)",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_4_950061","OG0001041","Zn","Sbicolor_v3.1.1",4,950061,850061,1050061,"Sobic.004G011566",947826,950478,"similar to Catalase isozyme 3",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_5_61779846","OG0009779","Zn","Sbicolor_v3.1.1",5,61779846,61679846,61879846,"Sobic.005G149500",61781935,61788849,"similar to Ankryin repeat S-palmitoyl transferase, putative, expressed",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Sbicolor_v3.1.1_Zn_7_6774019","OG0006200","Zn","Sbicolor_v3.1.1",7,6774019,6674019,6874019,"Sobic.007G065100",6853274,6862230,"K12619 - 5'-3' exoribonuclease 2 (XRN2, RAT1)  (1 of 5)",3,1,0,0.341955882352941,0.394826470588235,0.394826470588235
"Athaliana_TAIR10_Zn_5_827903","OG0000354","Zn","Athaliana_TAIR10",5,827903,752903,902904,"AT5G03490",871460,873057,"UDP-Glycosyltransferase superfamily protein",4,4,0.75,0.449,0.1102,0.37468
"Gmax_Wm82.a2.v1_Zn_10_38276663","OG0006407","Zn","Gmax_Wm82.a2.v1",10,38276663,38076663,39283995,"Glyma.10G154700",38960822,38968253,"K07870 - Ras homolog gene family, member T1 (RHOT1, ARHT1)  (1 of 5)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_10_42034070","OG0000406","Zn","Gmax_Wm82.a2.v1",10,42034070,41834070,42234070,"Glyma.10G188500",42155831,42160321,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_11_11358906","OG0003148","Zn","Gmax_Wm82.a2.v1",11,11358906,11158906,11733603,"Glyma.11G147500",11379868,11385928,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_11_33487148","OG0010241","Zn","Gmax_Wm82.a2.v1",11,33487148,33287148,33971974,"Glyma.11G245300",33886628,33892831,"PTHR12428:SF18 - ALBINO3-LIKE PROTEIN 1, CHLOROPLASTIC (1 of 2)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_11_7862478","OG0005894","Zn","Gmax_Wm82.a2.v1",11,7862478,7662478,8062478,"Glyma.11G102400",7783752,7787262,"K17867 - diphthamide biosynthesis protein 4 (DPH4, DNAJC24)  (1 of 1)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_12_32403359","OG0006108","Zn","Gmax_Wm82.a2.v1",12,32403359,32203359,32631915,"Glyma.12G170300",32509864,32514684,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_13_12191215","OG0008636","Zn","Gmax_Wm82.a2.v1",13,12191215,11991215,13473026,"Glyma.13G040600",12931343,12943367,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_13_13706451","OG0000133","Zn","Gmax_Wm82.a2.v1",13,13706451,13506451,13924518,"Glyma.13G044600",13814004,13836913,"PTHR12277:SF83 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 2)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_13_18884585","OG0001919","Zn","Gmax_Wm82.a2.v1",13,18884585,18684585,19084585,"Glyma.13G080500",18710722,18713639,"PTHR31964:SF37 - ADENINE NUCLEOTIDE ALPHA HYDROLASE-LIKE PROTEIN (1 of 4)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_13_26827446","OG0011572","Zn","Gmax_Wm82.a2.v1",13,26827446,26627446,27488007,"Glyma.13G152400",26701683,26706699,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_13_2795849","OG0007141","Zn","Gmax_Wm82.a2.v1",13,2795849,2595849,3078578,"Glyma.13G010100",2735552,2746104,"PTHR24096:SF219 - LONG CHAIN ACYL-COA SYNTHETASE 8 (1 of 3)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_14_43012296","OG0002332","Zn","Gmax_Wm82.a2.v1",14,43012296,42812296,43212296,"Glyma.14G174200",42984699,42990498,"K12118 - cryptochrome 1 (CRY1)  (1 of 4)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_14_45879096","OG0000595","Zn","Gmax_Wm82.a2.v1",14,45879096,45679096,46191145,"Glyma.14G196900",46183330,46184983,"PTHR10168//PTHR10168:SF68 - GLUTAREDOXIN // SUBFAMILY NOT NAMED (1 of 8)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_15_49037659","OG0001198","Zn","Gmax_Wm82.a2.v1",15,49037659,48837659,50096839,"Glyma.15G258600",48973783,48975625,"PTHR33109:SF6 - EPIDERMAL PATTERNING FACTOR-LIKE PROTEIN 7-RELATED (1 of 2)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_14301936","OG0000782","Zn","Gmax_Wm82.a2.v1",16,14301936,14101936,14501936,"Glyma.16G091300",14155790,14161854,"PTHR11945:SF155 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8-RELATED (1 of 6)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_1489781","OG0010001","Zn","Gmax_Wm82.a2.v1",16,1489781,1289781,1689781,"Glyma.16G016200",1409241,1413726,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_26407713","OG0001420","Zn","Gmax_Wm82.a2.v1",16,26407713,26207713,27024011,"Glyma.16G118400",26356863,26371741,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_31753406","OG0013367","Zn","Gmax_Wm82.a2.v1",16,31753406,31553406,32014622,"Glyma.16G156300",31646385,31650680,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_37570986","OG0000073","Zn","Gmax_Wm82.a2.v1",16,37570986,37370986,37770986,"Glyma.16G217300",37420630,37427964,"PTHR22891//PTHR22891:SF34 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // SUBFAMILY NOT NAMED (1 of 2)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_16_7471383","OG0001416","Zn","Gmax_Wm82.a2.v1",16,7471383,7271383,8397236,"Glyma.16G078500",8084011,8084999,"K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)  (1 of 3)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_17_12629838","OG0000493","Zn","Gmax_Wm82.a2.v1",17,12629838,12429838,12829838,"Glyma.17G152700",12736004,12742355,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_17_21453887","OG0000406","Zn","Gmax_Wm82.a2.v1",17,21453887,21253887,22053752,"Glyma.17G181400",21455533,21455999,"PTHR24423:SF530 - ETHYLENE RESPONSE SENSOR 2-RELATED (1 of 10)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_17_22673360","OG0012716","Zn","Gmax_Wm82.a2.v1",17,22673360,22473360,23015764,"Glyma.17G182700",22653469,22662725,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_18_29019248","OG0013843","Zn","Gmax_Wm82.a2.v1",18,29019248,28819248,29780134,"Glyma.18G153300",29647366,29664873,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_18_50411019","OG0004757","Zn","Gmax_Wm82.a2.v1",18,50411019,50211019,50879531,"Glyma.18G221600",50864003,50875142,"PTHR24115:SF533 - ARMADILLO REPEAT-CONTAINING KINESIN-LIKE PROTEIN 2 (1 of 4)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_18_52430812","OG0005584","Zn","Gmax_Wm82.a2.v1",18,52430812,52230812,52733599,"Glyma.18G234100",52255185,52258629,"PTHR34797:SF1 - EXPRESSED PROTEIN (1 of 2)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_18_7187651","OG0000187","Zn","Gmax_Wm82.a2.v1",18,7187651,6987651,8115153,"Glyma.18G077500",7356219,7358470,"K08065 - nuclear transcription Y subunit beta (NFYB)  (1 of 4)",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_19_38725207","OG0007110","Zn","Gmax_Wm82.a2.v1",19,38725207,38525207,39308346,"Glyma.19G130800",39069648,39108791,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
"Gmax_Wm82.a2.v1_Zn_19_47355281","OG0002728","Zn","Gmax_Wm82.a2.v1",19,47355281,47155281,47938007,"Glyma.19G219900",47215195,47219376,"",3,1,0,0.390453172205438,0.365728096676737,0.365728096676737
