"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Cu_1_54647796","OG0000090","Cu","Gmax_Wm82.a2.v1",1,54647796,54447796,55231991,"Glyma.01G223200",55204517,55209774,"PTHR24349:SF95 - CALCIUM-DEPENDENT PROTEIN KINASE 3 (1 of 7)",5,7,0.857142857142857,0.030875,0.138446428571428,0.802989285714286
"Gmax_Wm82.a2.v1_Cu_5_38920939","OG0000090","Cu","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,"Glyma.05G213200",39468820,39475106,"",5,8,0.875,0.030875,0.121140625,0.799528125
"Gmax_Wm82.a2.v1_Cu_11_1284571","OG0000090","Cu","Gmax_Wm82.a2.v1",11,1284571,1084571,2200475,"Glyma.11G020200",1418719,1423487,"PTHR24349:SF95 - CALCIUM-DEPENDENT PROTEIN KINASE 3 (1 of 7)",5,9,0.888888888888889,0.030875,0.107680555555556,0.796836111111111
"Athaliana_TAIR10_Cu_5_6447735","OG0000090","Cu","Athaliana_TAIR10",5,6447735,6372735,6522735,"AT5G19360",6521716,6523780,"calcium-dependent protein kinase 34",5,4,0.75,0.065,0.23375,0.79475
"Osativa_v7.0_Cu_4_27761522","OG0000090","Cu","Osativa_v7.0",4,27761522,27518522,28330218,"LOC_Os04g47300",28079505,28082320,"CAMK_CAMK_like.26 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",5,8,0.875,0.065,0.116875,0.771375
"Osativa_v7.0_Cu_2_27517521","OG0000073","Cu","Osativa_v7.0",2,27517521,27274521,27871121,"LOC_Os02g45070",27330144,27341836,"PINHEAD, putative, expressed",5,9,0.888888888888889,0.065,0.103888888888889,0.768777777777778
"Gmax_Wm82.a2.v1_Cu_14_46864822","OG0000104","Cu","Gmax_Wm82.a2.v1",14,46864822,46664822,47389207,"Glyma.14G205700",47085767,47091016,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_15_13405162","OG0000040","Cu","Gmax_Wm82.a2.v1",15,13405162,13205162,14147058,"Glyma.15G162600",13923374,13932194,"K01535 - H+-transporting ATPase (E3.6.3.6)  (1 of 24)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_17_2195337","OG0003687","Cu","Gmax_Wm82.a2.v1",17,2195337,1995337,2653238,"Glyma.17G028100",2098365,2101584,"3.7.1.5 - Acylpyruvate hydrolase (1 of 2)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_3_42819489","OG0000092","Cu","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,"Glyma.03G234700",43506308,43509312,"PTHR11668:SF262 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 8-RELATED (1 of 2)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_5_2213518","OG0000040","Cu","Gmax_Wm82.a2.v1",5,2213518,2013518,2918523,"Glyma.05G030700",2636251,2642721,"PTHR24093:SF264 - ATPASE 4, PLASMA MEMBRANE-TYPE (1 of 6)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_6_6069381","OG0000040","Cu","Gmax_Wm82.a2.v1",6,6069381,5869381,6299232,"Glyma.06G076100",5893905,5901500,"K01535 - H+-transporting ATPase (E3.6.3.6)  (1 of 24)",4,1,0,0.248366666666667,0.601306666666667,0.601306666666667
"Gmax_Wm82.a2.v1_Cu_10_3384270","OG0001469","Cu","Gmax_Wm82.a2.v1",10,3384270,3184270,3798580,"Glyma.10G042300",3771569,3776706,"PTHR21726//PTHR21726:SF36 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED (1 of 4)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_13_26827446","OG0000040","Cu","Gmax_Wm82.a2.v1",13,26827446,26627446,27501888,"Glyma.13G156000",27104338,27109785,"PTHR24093:SF257 - ATPASE 6, PLASMA MEMBRANE-TYPE (1 of 3)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_18_42958430","OG0000068","Cu","Gmax_Wm82.a2.v1",18,42958430,42758430,44684861,"Glyma.18G185400",44566780,44569341,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_18_4344194","OG0000104","Cu","Gmax_Wm82.a2.v1",18,4344194,4144194,4551795,"Glyma.18G051400",4433776,4438576,"",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_3_44055029","OG0000092","Cu","Gmax_Wm82.a2.v1",3,44055029,43855029,44791609,"Glyma.03G251500",44723994,44729654,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_4_50144186","OG0000104","Cu","Gmax_Wm82.a2.v1",4,50144186,49944186,51527251,"Glyma.04G238800",50751900,50755419,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_6_10143832","OG0000104","Cu","Gmax_Wm82.a2.v1",6,10143832,9943832,10343832,"Glyma.06G124900",10168532,10171636,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_6_509847","OG0000358","Cu","Gmax_Wm82.a2.v1",6,509847,309847,709847,"Glyma.06G008400",652644,654330,"",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_7_42459910","OG0003687","Cu","Gmax_Wm82.a2.v1",7,42459910,42259910,42659910,"Glyma.07G245900",42479727,42483842,"3.7.1.5 - Acylpyruvate hydrolase (1 of 2)",4,2,0.5,0.248366666666667,0.300653333333333,0.541176
"Gmax_Wm82.a2.v1_Cu_13_16420792","OG0000040","Cu","Gmax_Wm82.a2.v1",13,16420792,16220792,17201366,"Glyma.13G065400",16468213,16475472,"PTHR24093:SF264 - ATPASE 4, PLASMA MEMBRANE-TYPE (1 of 6)",4,3,0.666666666666667,0.248366666666667,0.200435555555556,0.521132444444445
"Gmax_Wm82.a2.v1_Cu_9_48908965","OG0000104","Cu","Gmax_Wm82.a2.v1",9,48908965,48708965,49975019,"Glyma.09G273100",48941211,48945532,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,3,0.666666666666667,0.248366666666667,0.200435555555556,0.521132444444445
"Gmax_Wm82.a2.v1_Cu_9_48908965","OG0001509","Cu","Gmax_Wm82.a2.v1",9,48908965,48708965,49975019,"Glyma.09G270900",48774489,48775667,"PTHR10891:SF589 - CALCIUM-BINDING PROTEIN CML42-RELATED (1 of 3)",4,3,0.666666666666667,0.248366666666667,0.200435555555556,0.521132444444445
"Osativa_v7.0_Cu_7_10839323","OG0000068","Cu","Osativa_v7.0",7,10839323,10596323,11082323,"LOC_Os07g18240",10810102,10813191,"lectin-like receptor kinase, putative, expressed",4,1,0,0.3514,0.51888,0.51888
"Osativa_v7.0_Cu_8_2500797","OG0001509","Cu","Osativa_v7.0",8,2500797,2257797,2743797,"LOC_Os08g04890",2495070,2496026,"OsCML32 - Calmodulin-related calcium sensor protein, expressed",4,1,0,0.3514,0.51888,0.51888
"Gmax_Wm82.a2.v1_Cu_14_4785275","OG0000092","Cu","Gmax_Wm82.a2.v1",14,4785275,4585275,6702216,"Glyma.14G065200",5359721,5363665,"",4,4,0.75,0.248366666666667,0.150326666666667,0.511110666666667
"Gmax_Wm82.a2.v1_Cu_16_30009486","OG0001173","Cu","Gmax_Wm82.a2.v1",16,30009486,29809486,31098590,"Glyma.16G145300",30604586,30608656,"",4,4,0.75,0.248366666666667,0.150326666666667,0.511110666666667
"Gmax_Wm82.a2.v1_Cu_2_556785","OG0000092","Cu","Gmax_Wm82.a2.v1",2,556785,356785,1299327,"Glyma.02G006000",653250,659153,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",4,4,0.75,0.248366666666667,0.150326666666667,0.511110666666667
"Gmax_Wm82.a2.v1_Cu_6_2104129","OG0000092","Cu","Gmax_Wm82.a2.v1",6,2104129,1904129,2552768,"Glyma.06G027300",2111883,2113374,"PTHR11668//PTHR11668:SF244 - SERINE/THREONINE PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED (1 of 1)",4,4,0.75,0.248366666666667,0.150326666666667,0.511110666666667
"Zmays_RefGen_V4_Cu_2_31939064","OG0001469","Cu","Zmays_RefGen_V4",2,31939064,31839064,32039064,"Zm00001d003089",31848132,31854253,"(1 of 2) PTHR21726//PTHR21726:SF36 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED",4,1,0,0.364142857142857,0.508685714285714,0.508685714285714
"Zmays_RefGen_V4_Cu_5_215546849","OG0007695","Cu","Zmays_RefGen_V4",5,215546849,215446849,215646849,"Zm00001d018147",215514651,215519823,"(1 of 4) 6.1.1.20 - Phenylalanine--tRNA ligase / Phenylalanyl-tRNA synthetase",4,1,0,0.364142857142857,0.508685714285714,0.508685714285714
"Zmays_RefGen_V4_Cu_9_134020808","OG0001509","Cu","Zmays_RefGen_V4",9,134020808,133920808,134120808,"Zm00001d047535",134086410,134087372,"(1 of 2) PTHR10891//PTHR10891:SF602 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED",4,1,0,0.364142857142857,0.508685714285714,0.508685714285714
"Gmax_Wm82.a2.v1_Cu_4_635354","OG0000358","Cu","Gmax_Wm82.a2.v1",4,635354,435354,835354,"Glyma.04G008600",664371,670061,"",4,5,0.8,0.248366666666667,0.120261333333333,0.5050976
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000040","Cu","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,"Glyma.17G096100",7545395,7552064,"PTHR24093:SF264 - ATPASE 4, PLASMA MEMBRANE-TYPE (1 of 6)",4,6,0.833333333333333,0.248366666666667,0.100217777777778,0.501088888888889
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000040","Cu","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,"Glyma.17G103700",8138957,8144091,"PTHR24093:SF257 - ATPASE 6, PLASMA MEMBRANE-TYPE (1 of 3)",4,6,0.833333333333333,0.248366666666667,0.100217777777778,0.501088888888889
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000358","Cu","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,"Glyma.17G108400",8497027,8499817,"",4,6,0.833333333333333,0.248366666666667,0.100217777777778,0.501088888888889
"Gmax_Wm82.a2.v1_Cu_12_2775595","OG0007695","Cu","Gmax_Wm82.a2.v1",12,2775595,2575595,3869384,"Glyma.12G043200",3132968,3138908,"K01889 - phenylalanyl-tRNA synthetase alpha chain (FARSA, pheS)  (1 of 4)",4,7,0.857142857142857,0.248366666666667,0.0859009523809524,0.498225523809524
"Gmax_Wm82.a2.v1_Cu_5_38920939","OG0000092","Cu","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,"Glyma.05G212100",39356647,39360957,"PTHR11668:SF280 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 7 (1 of 5)",4,8,0.875,0.248366666666667,0.0751633333333333,0.496078
"Gmax_Wm82.a2.v1_Cu_3_45023950","OG0000104","Cu","Gmax_Wm82.a2.v1",3,45023950,44823950,45790673,"Glyma.03G255400",45047131,45050785,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,9,0.888888888888889,0.248366666666667,0.0668118518518519,0.494407703703704
"Gmax_Wm82.a2.v1_Cu_3_45023950","OG0000040","Cu","Gmax_Wm82.a2.v1",3,45023950,44823950,45790673,"Glyma.03G262600",45594586,45602769,"",4,9,0.888888888888889,0.248366666666667,0.0668118518518519,0.494407703703704
"Sbicolor_v3.1.1_Cu_5_69905125","OG0000358","Cu","Sbicolor_v3.1.1",5,69905125,69805125,70005125,"Sobic.005G213500",69978777,69981181,"1.14.11.32 - Codeine 3-O-demethylase / Codeine O-demethylase (1 of 6)",4,1,0,0.384125,0.4927,0.4927
"Zmays_RefGen_V4_Cu_1_300960963","OG0003687","Cu","Zmays_RefGen_V4",1,300960963,300860963,301061485,"Zm00001d034739",301037532,301040854,"(1 of 5) 3.7.1.5 - Acylpyruvate hydrolase",4,2,0.5,0.364142857142857,0.254342857142857,0.457817142857143
"Zmays_RefGen_V4_Cu_8_15480096","OG0001173","Cu","Zmays_RefGen_V4",8,15480096,15380096,15580096,"Zm00001d008642",15546442,15549289,"(1 of 34) 3.4.16.6 - Carboxypeptidase D / Carboxypeptidase S1",4,2,0.5,0.364142857142857,0.254342857142857,0.457817142857143
"Osativa_v7.0_Cu_8_22455542","OG0000092","Cu","Osativa_v7.0",8,22455542,22212542,22698542,"LOC_Os08g35440",22334606,22336134,"Ser/Thr protein phosphatase family protein, putative, expressed",4,3,0.666666666666667,0.3514,0.17296,0.449696
"Sbicolor_v3.1.1_Cu_10_4069165","OG0000092","Cu","Sbicolor_v3.1.1",10,4069165,3969165,4169165,"Sobic.010G051500",4006575,4011539,"similar to Serine/threonine protein phosphatase",4,2,0.5,0.384125,0.24635,0.44343
"Sbicolor_v3.1.1_Cu_2_76796292","OG0001509","Cu","Sbicolor_v3.1.1",2,76796292,76696292,76896292,"Sobic.002G419700",76711086,76713421,"similar to Putative uncharacterized protein",4,2,0.5,0.384125,0.24635,0.44343
"Sbicolor_v3.1.1_Cu_4_64542966","OG0007695","Cu","Sbicolor_v3.1.1",4,64542966,64442966,64642966,"Sobic.004G307500",64518059,64523681,"similar to Os10g0400800 protein",4,2,0.5,0.384125,0.24635,0.44343
"Osativa_v7.0_Cu_1_35334706","OG0001173","Cu","Osativa_v7.0",1,35334706,35091706,35733968,"LOC_Os01g61690",35688056,35691686,"OsSCP5 - Putative Serine Carboxypeptidase homologue, expressed",4,4,0.75,0.3514,0.12972,0.441048
"Osativa_v7.0_Cu_3_17416902","OG0003687","Cu","Osativa_v7.0",3,17416902,17173902,17659902,"LOC_Os03g30800",17558704,17561101,"fumarylacetoacetate hydrolase family protein, expressed",4,4,0.75,0.3514,0.12972,0.441048
"Osativa_v7.0_Cu_2_10282881","OG0000358","Cu","Osativa_v7.0",2,10282881,10039881,10525881,"LOC_Os02g17940",10386279,10390290,"leucoanthocyanidin dioxygenase, putative, expressed",4,5,0.8,0.3514,0.103776,0.4358592
"Osativa_v7.0_Cu_2_24313697","OG0001469","Cu","Osativa_v7.0",2,24313697,24070697,24556697,"LOC_Os02g40410",24471544,24477323,"expressed protein",4,5,0.8,0.3514,0.103776,0.4358592
"Osativa_v7.0_Cu_12_27441723","OG0000040","Cu","Osativa_v7.0",12,27441723,27198723,27762646,"LOC_Os12g44150",27386953,27394090,"plasma membrane ATPase, putative, expressed",4,6,0.833333333333333,0.3514,0.08648,0.4324
"Osativa_v7.0_Cu_2_35361205","OG0000092","Cu","Osativa_v7.0",2,35361205,35118205,35604205,"LOC_Os02g57450",35207612,35211426,"Ser/Thr protein phosphatase family protein, putative, expressed",4,7,0.857142857142857,0.3514,0.0741257142857143,0.429929142857143
"Zmays_RefGen_V4_Cu_10_133861249","OG0000068","Cu","Zmays_RefGen_V4",10,133861249,133761249,133961249,"Zm00001d025921",133772841,133780821,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",4,5,0.8,0.364142857142857,0.101737142857143,0.427296
"Zmays_RefGen_V4_Cu_10_133861249","OG0000068","Cu","Zmays_RefGen_V4",10,133861249,133761249,133961249,"Zm00001d025920",133768161,133770170,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",4,5,0.8,0.364142857142857,0.101737142857143,0.427296
"Sbicolor_v3.1.1_Cu_1_10329952","OG0003687","Cu","Sbicolor_v3.1.1",1,10329952,10229952,10429952,"Sobic.001G132000",10378347,10381740,"similar to Putative isomerase",4,3,0.666666666666667,0.384125,0.164233333333333,0.427006666666667
"Sbicolor_v3.1.1_Cu_1_10329952","OG0000040","Cu","Sbicolor_v3.1.1",1,10329952,10229952,10429952,"Sobic.001G132400",10409306,10419227,"",4,3,0.666666666666667,0.384125,0.164233333333333,0.427006666666667
"Osativa_v7.0_Cu_1_26877470","OG0000104","Cu","Osativa_v7.0",1,26877470,26634470,27814542,"LOC_Os01g46926",26781039,26784541,"ubiquitin-conjugating enzyme, putative, expressed",4,18,0.944444444444444,0.3514,0.0288266666666667,0.420869333333333
"Sbicolor_v3.1.1_Cu_6_59349935","OG0000104","Cu","Sbicolor_v3.1.1",6,59349935,59249935,59449935,"Sobic.006G257900",59420396,59422685,"similar to Ubiquitin carrier protein",4,6,0.833333333333333,0.384125,0.0821166666666666,0.410583333333333
"Athaliana_TAIR10_Cu_5_17636248","OG0001469","Cu","Athaliana_TAIR10",5,17636248,17561248,17711248,"AT5G43880",17639818,17643648,"Protein of unknown function (DUF3741)",4,3,0.666666666666667,0.4086,0.157706666666667,0.410037333333333
"Athaliana_TAIR10_Cu_5_6981146","OG0000358","Cu","Athaliana_TAIR10",5,6981146,6906146,7056146,"AT5G20550",6952417,6953896,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",4,3,0.666666666666667,0.4086,0.157706666666667,0.410037333333333
"Sbicolor_v3.1.1_Cu_3_58322108","OG0000104","Cu","Sbicolor_v3.1.1",3,58322108,58222108,58422108,"Sobic.003G243600",58300832,58304101,"similar to Ubiquitin carrier protein",4,7,0.857142857142857,0.384125,0.0703857142857143,0.408237142857143
"Athaliana_TAIR10_Cu_1_30330264","OG0000040","Cu","Athaliana_TAIR10",1,30330264,30255264,30405264,"AT1G80660",30316026,30320197,"H(+)-ATPase 9",4,4,0.75,0.4086,0.11828,0.402152
"Athaliana_TAIR10_Cu_3_1629227","OG0000092","Cu","Athaliana_TAIR10",3,1629227,1554227,1704408,"AT3G05580",1617847,1620120,"Calcineurin-like metallo-phosphoesterase superfamily protein",4,4,0.75,0.4086,0.11828,0.402152
"Athaliana_TAIR10_Cu_3_2520383","OG0001173","Cu","Athaliana_TAIR10",3,2520383,2445383,2595383,"AT3G07990",2552477,2554921,"serine carboxypeptidase-like 27",4,4,0.75,0.4086,0.11828,0.402152
"Athaliana_TAIR10_Cu_4_1097281","OG0000068","Cu","Athaliana_TAIR10",4,1097281,1022281,1218712,"AT4G02410",1059889,1062153,"Concanavalin A-like lectin protein kinase family protein",4,4,0.75,0.4086,0.11828,0.402152
"Athaliana_TAIR10_Cu_4_1097281","OG0000068","Cu","Athaliana_TAIR10",4,1097281,1022281,1218712,"AT4G02420",1064363,1066372,"Concanavalin A-like lectin protein kinase family protein",4,4,0.75,0.4086,0.11828,0.402152
"Athaliana_TAIR10_Cu_5_16619768","OG0000104","Cu","Athaliana_TAIR10",5,16619768,16544768,16694768,"AT5G41700",16675582,16677509,"ubiquitin conjugating enzyme 8",4,6,0.833333333333333,0.4086,0.0788533333333333,0.394266666666667
"Athaliana_TAIR10_Cu_3_22205018","OG0000040","Cu","Athaliana_TAIR10",3,22205018,22130018,22424579,"AT3G60330",22298373,22303673,"H(+)-ATPase 7",4,7,0.857142857142857,0.4086,0.0675885714285714,0.392013714285714
"Athaliana_TAIR10_Cu_4_18205983","OG0007695","Cu","Athaliana_TAIR10",4,18205983,18130983,18280983,"AT4G39280",18280098,18284930,"phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative",4,9,0.888888888888889,0.4086,0.0525688888888889,0.389009777777778
"Gmax_Wm82.a2.v1_Cu_10_37224752","OG0000313","Cu","Gmax_Wm82.a2.v1",10,37224752,37024752,37704921,"Glyma.10G137600",37137523,37143916,"PTHR24221:SF205 - ABC TRANSPORTER B FAMILY MEMBER 11-RELATED (1 of 11)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_10_47973605","OG0000666","Cu","Gmax_Wm82.a2.v1",10,47973605,47773605,48188919,"Glyma.10G251400",47957726,47962087,"",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_10_50044631","OG0010226","Cu","Gmax_Wm82.a2.v1",10,50044631,49844631,50365708,"Glyma.10G280900",50205862,50213335,"",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_10_5048574","OG0000298","Cu","Gmax_Wm82.a2.v1",10,5048574,4848574,5601966,"Glyma.10G057100",5203274,5207901,"K13525 - transitional endoplasmic reticulum ATPase (VCP, CDC48)  (1 of 11)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_11_32493180","OG0000391","Cu","Gmax_Wm82.a2.v1",11,32493180,32293180,32927353,"Glyma.11G228000",32310610,32312178,"PTHR19139:SF90 - AQUAPORIN PIP1-5-RELATED (1 of 4)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_11_33261655","OG0002034","Cu","Gmax_Wm82.a2.v1",11,33261655,33061655,33461655,"Glyma.11G239000",33337797,33339122,"PTHR33305:SF10 - ETHYLENE INSENSITIVE 3-LIKE 4 PROTEIN-RELATED (1 of 4)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_11_5228368","OG0003564","Cu","Gmax_Wm82.a2.v1",11,5228368,5028368,6723082,"Glyma.11G074900",5593155,5596693,"PTHR31832:SF5 - B-BOX TYPE ZINC FINGER-CONTAINING PROTEIN (1 of 2)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_12_37132147","OG0002334","Cu","Gmax_Wm82.a2.v1",12,37132147,36932147,37332147,"Glyma.12G212400",37135278,37140014,"PTHR24073:SF544 - RAS-RELATED PROTEIN RABA1A (1 of 3)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_12_723436","OG0001017","Cu","Gmax_Wm82.a2.v1",12,723436,523436,923436,"Glyma.12G011200",822453,826257,"K00006 - glycerol-3-phosphate dehydrogenase (NAD+) (GPD1)  (1 of 8)",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_13_13880536","OG0008760","Cu","Gmax_Wm82.a2.v1",13,13880536,13680536,14242903,"Glyma.13G045000",13860998,13871705,"",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_13_21810264","OG0008587","Cu","Gmax_Wm82.a2.v1",13,21810264,21610264,22010264,"Glyma.13G103200",21822387,21825567,"",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
"Gmax_Wm82.a2.v1_Cu_13_26333455","OG0005333","Cu","Gmax_Wm82.a2.v1",13,26333455,26133455,26533455,"Glyma.13G150600",26410180,26415049,"",3,1,0,0.363816091954023,0.381710344827586,0.381710344827586
