"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Fe_4_39511809","OG0000290","Fe","Gmax_Wm82.a2.v1",4,39511809,39311809,39711809,"Glyma.04G160100",39659936,39663738,"PTHR31673:SF3 - COBRA-LIKE EXTRACELLULAR GLYCOSYL-PHOSPHATIDYL INOSITOL-ANCHORED FAMILY PROTEIN-RELATED (1 of 6)",4,1,0,0.409379310344828,0.472496551724138,0.472496551724138
"Gmax_Wm82.a2.v1_Fe_5_38411172","OG0000148","Fe","Gmax_Wm82.a2.v1",5,38411172,38211172,38790811,"Glyma.05G203900",38751047,38751631,"PTHR31221:SF33 - WRKY TRANSCRIPTION FACTOR 75-RELATED (1 of 2)",4,1,0,0.409379310344828,0.472496551724138,0.472496551724138
"Gmax_Wm82.a2.v1_Fe_8_797007","OG0000148","Fe","Gmax_Wm82.a2.v1",8,797007,597007,997007,"Glyma.08G011300",901327,902577,"PTHR31221:SF33 - WRKY TRANSCRIPTION FACTOR 75-RELATED (1 of 2)",4,1,0,0.409379310344828,0.472496551724138,0.472496551724138
"Sbicolor_v3.1.1_Fe_1_12747807","OG0001819","Fe","Sbicolor_v3.1.1",1,12747807,12647807,12847807,"Sobic.001G156800",12679978,12681811,"similar to Iron regulated transporter-like protein",4,1,0,0.426,0.4592,0.4592
"Sbicolor_v3.1.1_Fe_3_57959118","OG0003728","Fe","Sbicolor_v3.1.1",3,57959118,57859118,58059118,"Sobic.003G240500",57958523,57960470,"similar to Glycosyl transferase family 1 protein-like",4,1,0,0.426,0.4592,0.4592
"Sbicolor_v3.1.1_Fe_3_60529278","OG0003614","Fe","Sbicolor_v3.1.1",3,60529278,60429278,60629278,"Sobic.003G269400",60614062,60621092,"similar to Zinc finger protein-like",4,1,0,0.426,0.4592,0.4592
"Athaliana_TAIR10_Fe_5_24460424","OG0000290","Fe","Athaliana_TAIR10",5,24460424,24385424,24535424,"AT5G60920",24511196,24514129,"COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family",4,1,0,0.431533333333333,0.454773333333333,0.454773333333333
"Zmays_RefGen_V4_Fe_1_262975620","OG0001819","Fe","Zmays_RefGen_V4",1,262975620,262875620,263162540,"Zm00001d033446",262975467,262977654,"(1 of 1) PTHR11040//PTHR11040:SF41 - ZINC/IRON TRANSPORTER // ZINC TRANSPORTER 7",4,1,0,0.449125,0.4407,0.4407
"Gmax_Wm82.a2.v1_Fe_13_15198737","OG0000290","Fe","Gmax_Wm82.a2.v1",13,15198737,14998737,15542401,"Glyma.13G053300",15064460,15069264,"PTHR31673:SF3 - COBRA-LIKE EXTRACELLULAR GLYCOSYL-PHOSPHATIDYL INOSITOL-ANCHORED FAMILY PROTEIN-RELATED (1 of 6)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Gmax_Wm82.a2.v1_Fe_2_37084251","OG0000290","Fe","Gmax_Wm82.a2.v1",2,37084251,36884251,37403880,"Glyma.02G196100",37119590,37121997,"PF04833 - COBRA-like protein (COBRA)  (1 of 24)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Gmax_Wm82.a2.v1_Fe_3_38943417","OG0000187","Fe","Gmax_Wm82.a2.v1",3,38943417,38743417,39232520,"Glyma.03G177700",39046772,39051158,"PTHR11064//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 9)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Gmax_Wm82.a2.v1_Fe_5_39845334","OG0000787","Fe","Gmax_Wm82.a2.v1",5,39845334,39645334,40045334,"Glyma.05G219600",39907980,39911966,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Gmax_Wm82.a2.v1_Fe_5_39845334","OG0000787","Fe","Gmax_Wm82.a2.v1",5,39845334,39645334,40045334,"Glyma.05G219400",39891624,39895750,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Gmax_Wm82.a2.v1_Fe_7_39776460","OG0001819","Fe","Gmax_Wm82.a2.v1",7,39776460,39576460,39976460,"Glyma.07G223200",39974055,39982046,"PTHR11040:SF48 - ZINC TRANSPORTER 10-RELATED (1 of 2)",4,2,0.5,0.409379310344828,0.236248275862069,0.425246896551724
"Sbicolor_v3.1.1_Fe_1_6710943","OG0000290","Fe","Sbicolor_v3.1.1",1,6710943,6610943,6810943,"Sobic.001G086000",6659857,6663478,"similar to Phytochelatin synthetase-like protein 1",4,2,0.5,0.426,0.2296,0.41328
"Sbicolor_v3.1.1_Fe_1_6710943","OG0000290","Fe","Sbicolor_v3.1.1",1,6710943,6610943,6810943,"Sobic.001G086200",6667078,6670492,"similar to Brittle stalk-2-like protein 4",4,2,0.5,0.426,0.2296,0.41328
"Sbicolor_v3.1.1_Fe_3_72310520","OG0003424","Fe","Sbicolor_v3.1.1",3,72310520,72210520,72410647,"Sobic.003G416400",72253139,72258043,"similar to Putative WD repeat domain 45",4,2,0.5,0.426,0.2296,0.41328
"Gmax_Wm82.a2.v1_Fe_10_38681890","OG0001113","Fe","Gmax_Wm82.a2.v1",10,38681890,38481890,39914825,"Glyma.10G158700",39254359,39260917,"PTHR10110:SF117 - SODIUM/HYDROGEN EXCHANGER 1-RELATED (1 of 7)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_10_38681890","OG0003424","Fe","Gmax_Wm82.a2.v1",10,38681890,38481890,39914825,"Glyma.10G152500",38725865,38729474,"",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_16_21877110","OG0003728","Fe","Gmax_Wm82.a2.v1",16,21877110,21677110,22077110,"Glyma.16G106900",21684419,21686428,"2.4.1.250 - D-inositol-3-phosphate glycosyltransferase / N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase (1 of 1)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_16_30232921","OG0002923","Fe","Gmax_Wm82.a2.v1",16,30232921,30032921,31062012,"Glyma.16G145400",30624348,30627475,"PTHR32191:SF1 - TETRASPANIN-5-RELATED (1 of 4)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_18_48602913","OG0003614","Fe","Gmax_Wm82.a2.v1",18,48602913,48402913,49718305,"Glyma.18G210400",49623839,49631767,"PTHR22870:SF87 - REGULATOR OF CHROMOSOME CONDENSATION REPEAT-CONTAINING PROTEIN-RELATED (1 of 4)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_20_46549921","OG0001113","Fe","Gmax_Wm82.a2.v1",20,46549921,46349921,46749921,"Glyma.20G229900",46410285,46416473,"PTHR10110:SF117 - SODIUM/HYDROGEN EXCHANGER 1-RELATED (1 of 7)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_2_47640338","OG0000187","Fe","Gmax_Wm82.a2.v1",2,47640338,47440338,48124368,"Glyma.02G300200",47673784,47674892,"PTHR11064//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 9)",4,3,0.666666666666667,0.409379310344828,0.157498850574713,0.409497011494253
"Gmax_Wm82.a2.v1_Fe_16_7742477","OG0003728","Fe","Gmax_Wm82.a2.v1",16,7742477,7542477,8260927,"Glyma.16G075500",7615610,7617082,"PTHR12526:SF316 - UDP-GLYCOSYLTRANSFERASE FAMILY PROTEIN (1 of 4)",4,4,0.75,0.409379310344828,0.118124137931034,0.401622068965517
"Gmax_Wm82.a2.v1_Fe_20_41157701","OG0002923","Fe","Gmax_Wm82.a2.v1",20,41157701,40957701,42628286,"Glyma.20G178700",41610864,41613154,"PTHR32191:SF1 - TETRASPANIN-5-RELATED (1 of 4)",4,4,0.75,0.409379310344828,0.118124137931034,0.401622068965517
"Gmax_Wm82.a2.v1_Fe_2_5610361","OG0002923","Fe","Gmax_Wm82.a2.v1",2,5610361,5410361,5810361,"Glyma.02G063700",5716960,5719312,"PTHR32191:SF1 - TETRASPANIN-5-RELATED (1 of 4)",4,4,0.75,0.409379310344828,0.118124137931034,0.401622068965517
"Sbicolor_v3.1.1_Fe_6_55359867","OG0000870","Fe","Sbicolor_v3.1.1",6,55359867,55259867,55459867,"Sobic.006G201500",55279980,55281480,"similar to Putative uncharacterized protein",4,3,0.666666666666667,0.426,0.153066666666667,0.397973333333333
"Sbicolor_v3.1.1_Fe_9_55527617","OG0000148","Fe","Sbicolor_v3.1.1",9,55527617,55427617,55627617,"Sobic.009G206800",55463596,55464452,"weakly similar to Putative WRKY DNA binding protein",4,3,0.666666666666667,0.426,0.153066666666667,0.397973333333333
"Gmax_Wm82.a2.v1_Fe_11_32423687","OG0001319","Fe","Gmax_Wm82.a2.v1",11,32423687,32223687,32702810,"Glyma.11G230600",32585898,32588685,"PTHR27003:SF102 - SERINE/THREONINE-PROTEIN KINASE-LIKE PROTEIN CCR3-RELATED (1 of 11)",4,5,0.8,0.409379310344828,0.0944993103448276,0.396897103448276
"Gmax_Wm82.a2.v1_Fe_20_2032128","OG0001819","Fe","Gmax_Wm82.a2.v1",20,2032128,1832128,3116822,"Glyma.20G022500",2342943,2353164,"PTHR11040:SF48 - ZINC TRANSPORTER 10-RELATED (1 of 2)",4,5,0.8,0.409379310344828,0.0944993103448276,0.396897103448276
"Gmax_Wm82.a2.v1_Fe_4_661515","OG0001194","Fe","Gmax_Wm82.a2.v1",4,661515,461515,861515,"Glyma.04G007300",564065,566082,"K00764 - amidophosphoribosyltransferase (purF, PPAT)  (1 of 4)",4,5,0.8,0.409379310344828,0.0944993103448276,0.396897103448276
"Zmays_RefGen_V4_Fe_2_12960998","OG0000870","Fe","Zmays_RefGen_V4",2,12960998,12860998,13060998,"Zm00001d002450",12952260,12954772,"(1 of 5) K02870 - large subunit ribosomal protein L12e (RP-L12e, RPL12)",4,2,0.5,0.449125,0.22035,0.39663
"Zmays_RefGen_V4_Fe_6_166309294.5","OG0003614","Fe","Zmays_RefGen_V4",6,166309294.5,166209215,166409425,"Zm00001d038882",166324613,166330458,"(1 of 2) PTHR22870:SF87 - REGULATOR OF CHROMOSOME CONDENSATION REPEAT-CONTAINING PROTEIN-RELATED",4,2,0.5,0.449125,0.22035,0.39663
"Zmays_RefGen_V4_Fe_7_179068172","OG0001113","Fe","Zmays_RefGen_V4",7,179068172,178968172,179430350,"Zm00001d022504",179047417,179052457,"(1 of 1) PTHR10110//PTHR10110:SF117 - SODIUM/HYDROGEN EXCHANGER // SODIUM/HYDROGEN EXCHANGER 1-RELATED",4,2,0.5,0.449125,0.22035,0.39663
"Zmays_RefGen_V4_Fe_8_164590110","OG0003424","Fe","Zmays_RefGen_V4",8,164590110,164490081,164690751,"Zm00001d011920",164595644,164600231,"(1 of 4) PTHR11227//PTHR11227:SF18 - WD-REPEAT PROTEIN INTERACTING WITH PHOSPHOINOSIDES  WIPI -RELATED // WD REPEAT DOMAIN PHOSPHOINOSITIDE-INTERACTING PROTEIN 3",4,2,0.5,0.449125,0.22035,0.39663
"Athaliana_TAIR10_Fe_3_20718823","OG0001319","Fe","Athaliana_TAIR10",3,20718823,20643823,20793823,"AT3G55950",20753691,20756395,"CRINKLY4 related 3",4,3,0.666666666666667,0.431533333333333,0.151591111111111,0.394136888888889
"Athaliana_TAIR10_Fe_3_23171326","OG0003424","Fe","Athaliana_TAIR10",3,23171326,23096326,23246326,"AT3G62770",23218633,23221232,"Transducin/WD40 repeat-like superfamily protein",4,3,0.666666666666667,0.431533333333333,0.151591111111111,0.394136888888889
"Athaliana_TAIR10_Fe_5_16881443","OG0000787","Fe","Athaliana_TAIR10",5,16881443,16806443,16956443,"AT5G42020",16807483,16810646,"Heat shock protein 70 (Hsp 70) family protein",4,3,0.666666666666667,0.431533333333333,0.151591111111111,0.394136888888889
"Athaliana_TAIR10_Fe_5_9616327","OG0001113","Fe","Athaliana_TAIR10",5,9616327,9541327,9691327,"AT5G27150",9553438,9557513,"Na+/H+ exchanger 1",4,3,0.666666666666667,0.431533333333333,0.151591111111111,0.394136888888889
"Gmax_Wm82.a2.v1_Fe_1_47940391","OG0003728","Fe","Gmax_Wm82.a2.v1",1,47940391,47740391,49017017,"Glyma.01G151200",48806742,48808202,"2.4.1.57 - Phosphatidylinositol alpha-mannosyltransferase / Phosphatidyl-myo-inositol alpha-mannosyltransferase (1 of 3)",4,6,0.833333333333333,0.409379310344828,0.0787494252873563,0.393747126436782
"Gmax_Wm82.a2.v1_Fe_9_43759586","OG0003728","Fe","Gmax_Wm82.a2.v1",9,43759586,43559586,44206718,"Glyma.09G216200",43954485,43956288,"2.4.1.57 - Phosphatidylinositol alpha-mannosyltransferase / Phosphatidyl-myo-inositol alpha-mannosyltransferase (1 of 3)",4,6,0.833333333333333,0.409379310344828,0.0787494252873563,0.393747126436782
"Sbicolor_v3.1.1_Fe_1_62623894","OG0000187","Fe","Sbicolor_v3.1.1",1,62623894,62523894,62723894,"Sobic.001G338700",62635346,62636396,"similar to HAP3-like transcriptional-activator",4,4,0.75,0.426,0.1148,0.39032
"Sbicolor_v3.1.1_Fe_2_75792232","OG0001113","Fe","Sbicolor_v3.1.1",2,75792232,75692232,75892232,"Sobic.002G408100",75701739,75706882,"similar to Sodium/hydrogen exchanger",4,4,0.75,0.426,0.1148,0.39032
"Sbicolor_v3.1.1_Fe_9_50616494","OG0001194","Fe","Sbicolor_v3.1.1",9,50616494,50516494,50716494,"Sobic.009G148700",50593089,50594805,"similar to Putative uncharacterized protein",4,4,0.75,0.426,0.1148,0.39032
"Gmax_Wm82.a2.v1_Fe_18_55155805","OG0000290","Fe","Gmax_Wm82.a2.v1",18,55155805,54955805,56407755,"Glyma.18G272000",55503155,55508039,"PF04833 - COBRA-like protein (COBRA)  (1 of 24)",4,9,0.888888888888889,0.409379310344828,0.0524996168582376,0.388497164750958
"Athaliana_TAIR10_Fe_4_12215329","OG0002923","Fe","Athaliana_TAIR10",4,12215329,12140329,12290329,"AT4G23410",12223953,12225323,"tetraspanin5",4,4,0.75,0.431533333333333,0.113693333333333,0.386557333333333
"Athaliana_TAIR10_Fe_4_8299204","OG0000187","Fe","Athaliana_TAIR10",4,8299204,8224204,8374204,"AT4G14540",8344616,8345218,"nuclear factor Y, subunit B3",4,4,0.75,0.431533333333333,0.113693333333333,0.386557333333333
"Athaliana_TAIR10_Fe_4_8299204","OG0003614","Fe","Athaliana_TAIR10",4,8299204,8224204,8374204,"AT4G14368",8274170,8278810,"Regulator of chromosome condensation (RCC1) family protein",4,4,0.75,0.431533333333333,0.113693333333333,0.386557333333333
"Sbicolor_v3.1.1_Fe_3_68768065","OG0001194","Fe","Sbicolor_v3.1.1",3,68768065,68668065,68868065,"Sobic.003G372400",68769043,68773012,"similar to Putative amidophosphoribosyltransferase",4,6,0.833333333333333,0.426,0.0765333333333333,0.382666666666667
"Sbicolor_v3.1.1_Fe_9_2443687","OG0002923","Fe","Sbicolor_v3.1.1",9,2443687,2343687,2543687,"Sobic.009G027200",2434984,2438761,"similar to Putative senescence-associated protein",4,6,0.833333333333333,0.426,0.0765333333333333,0.382666666666667
"Sbicolor_v3.1.1_Fe_9_2443687","OG0001319","Fe","Sbicolor_v3.1.1",9,2443687,2343687,2543687,"Sobic.009G027900",2502922,2507024,"similar to Putative uncharacterized protein",4,6,0.833333333333333,0.426,0.0765333333333333,0.382666666666667
"Athaliana_TAIR10_Fe_2_15630580","OG0000187","Fe","Athaliana_TAIR10",2,15630580,15555580,15705580,"AT2G37060",15576024,15577877,"nuclear factor Y, subunit B8",4,5,0.8,0.431533333333333,0.0909546666666667,0.3820096
"Athaliana_TAIR10_Fe_2_15630580","OG0000870","Fe","Athaliana_TAIR10",2,15630580,15555580,15705580,"AT2G37190",15619407,15620119,"Ribosomal protein L11 family protein",4,5,0.8,0.431533333333333,0.0909546666666667,0.3820096
"Athaliana_TAIR10_Fe_4_10635861","OG0001819","Fe","Athaliana_TAIR10",4,10635861,10560861,10710861,"AT4G19680",10703362,10704816,"iron regulated transporter 2",4,5,0.8,0.431533333333333,0.0909546666666667,0.3820096
"Athaliana_TAIR10_Fe_4_10635861","OG0001819","Fe","Athaliana_TAIR10",4,10635861,10560861,10710861,"AT4G19690",10707426,10709015,"iron-regulated transporter 1",4,5,0.8,0.431533333333333,0.0909546666666667,0.3820096
"Athaliana_TAIR10_Fe_4_10635861","OG0003728","Fe","Athaliana_TAIR10",4,10635861,10560861,10710861,"AT4G19460",10610309,10612005,"UDP-Glycosyltransferase superfamily protein",4,5,0.8,0.431533333333333,0.0909546666666667,0.3820096
"Zmays_RefGen_V4_Fe_6_154785273","OG0001194","Fe","Zmays_RefGen_V4",6,154785273,154685273,154885273,"Zm00001d038332",154779604,154781235,"(1 of 3) 2.4.2.14 - Amidophosphoribosyltransferase / Phosphoribosyldiphosphate 5-amidotransferase",4,3,0.666666666666667,0.449125,0.1469,0.38194
"Zmays_RefGen_V4_Fe_6_28453276.3333333","OG0002923","Fe","Zmays_RefGen_V4",6,28453276.3333333,28351596,28555030,"Zm00001d035474",28423443,28424771,"(1 of 3) PTHR32191:SF1 - TETRASPANIN-5-RELATED",4,3,0.666666666666667,0.449125,0.1469,0.38194
"Sbicolor_v3.1.1_Fe_4_950061","OG0000787","Fe","Sbicolor_v3.1.1",4,950061,850061,1050061,"Sobic.004G011700",962795,966975,"similar to Luminal-binding protein 2 precursor",4,7,0.857142857142857,0.426,0.0656,0.38048
"Sbicolor_v3.1.1_Fe_10_7026933","OG0001721","Fe","Sbicolor_v3.1.1",10,7026933,6926933,7126933,"Sobic.010G082800",7074558,7075694,"similar to P0035H10.18 protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_10202750","OG0000694","Fe","Sbicolor_v3.1.1",1,10202750,10102750,10302750,"Sobic.001G128800",10123501,10125087,"PTHR24009:SF3 - RNA RECOGNITION MOTIF-CONTAINING PROTEIN-RELATED (1 of 2)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_13455283","OG0000759","Fe","Sbicolor_v3.1.1",1,13455283,13355283,13555283,"Sobic.001G163600",13471307,13473279,"similar to Putative WD-40 domain protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_16958061","OG0002526","Fe","Sbicolor_v3.1.1",1,16958061,16858061,17206143,"Sobic.001G191800",17028634,17029835,"similar to Putative uncharacterized protein P0485D10.5",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_18354475","OG0002251","Fe","Sbicolor_v3.1.1",1,18354475,18254475,18454475,"Sobic.001G202600",18427598,18431045,"similar to Glutamyl-tRNA reductase 1, chloroplast precursor",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_53480678","OG0013222","Fe","Sbicolor_v3.1.1",1,53480678,53380678,53580678,"Sobic.001G275300",53393713,53404776,"similar to ATP-dependent DNA helicase, RecQ family protein, expressed",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_62992453","OG0002441","Fe","Sbicolor_v3.1.1",1,62992453,62892453,63092453,"Sobic.001G342700",62999421,63000779,"PTHR13832//PTHR13832:SF284 - PROTEIN PHOSPHATASE 2C // SUBFAMILY NOT NAMED (1 of 3)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_63852610","OG0001769","Fe","Sbicolor_v3.1.1",1,63852610,63752610,63952610,"Sobic.001G349400",63896696,63900469,"similar to Putative AT hook-containing MAR binding protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_65740630","OG0003722","Fe","Sbicolor_v3.1.1",1,65740630,65640630,65840630,"Sobic.001G369000",65750487,65757894,"K12392 - AP-1 complex subunit beta-1 (AP1B1)  (1 of 1)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_74108116","OG0005183","Fe","Sbicolor_v3.1.1",1,74108116,74008116,74208116,"Sobic.001G468600",74146293,74150050,"similar to Seryl-tRNA synthetase",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_1_74411006","OG0001779","Fe","Sbicolor_v3.1.1",1,74411006,74311006,74511006,"Sobic.001G472600",74490882,74499055,"similar to Chitin-inducible gibberellin-responsive protein 2, putative, expressed",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_2_3929673","OG0001991","Fe","Sbicolor_v3.1.1",2,3929673,3829673,4029673,"Sobic.002G039700",3857146,3859446,"similar to GPI-anchored protein-like",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_2_72638147","OG0001953","Fe","Sbicolor_v3.1.1",2,72638147,72538147,72738147,"Sobic.002G367100",72683938,72687311,"similar to Putative uncharacterized protein OSJNBb0018H10.21",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_12462495","OG0004352","Fe","Sbicolor_v3.1.1",3,12462495,12362495,12562495,"Sobic.003G132000",12394544,12400362,"similar to Os01g0279200 protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_51150657","OG0004192","Fe","Sbicolor_v3.1.1",3,51150657,51050657,51257693,"Sobic.003G191000",51236002,51237593,"similar to Thiazole biosynthetic enzyme 1-1, chloroplast precursor",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_51906296","OG0001570","Fe","Sbicolor_v3.1.1",3,51906296,51806296,52006296,"Sobic.003G195500",51958602,51966197,"similar to Root hair defective 3 GTP-binding protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_5202296","OG0007216","Fe","Sbicolor_v3.1.1",3,5202296,5102296,5302296,"Sobic.003G059750",5259882,5284915,"",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_57210598","OG0000089","Fe","Sbicolor_v3.1.1",3,57210598,57110598,57310598,"Sobic.003G232800",57188260,57189544,"similar to Myb-related protein 340-like",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_71749317","OG0001340","Fe","Sbicolor_v3.1.1",3,71749317,71649317,71849317,"Sobic.003G408900",71654043,71655739,"K15400 - omega-hydroxypalmitate O-feruloyl transferase (HHT1)  (1 of 5)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_3_8577997","OG0000629","Fe","Sbicolor_v3.1.1",3,8577997,8477997,8677997,"Sobic.003G096000",8474356,8478421,"PTHR11627:SF8 - FRUCTOSE-BISPHOSPHATE ALDOLASE 3, CHLOROPLASTIC-RELATED (1 of 1)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_4_13871459","OG0004608","Fe","Sbicolor_v3.1.1",4,13871459,13771459,13971459,"Sobic.004G123100",13838770,13841653,"PTHR33101:SF10 - RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 8-RELATED (1 of 1)",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_4_45305642","OG0005931","Fe","Sbicolor_v3.1.1",4,45305642,45205642,45405642,"Sobic.004G146300",45390875,45395232,"",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_4_4754708","OG0002862","Fe","Sbicolor_v3.1.1",4,4754708,4654708,4854708,"Sobic.004G059800",4795018,4797561,"similar to Probable cation transporter HKT6",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_4_48631186","OG0003233","Fe","Sbicolor_v3.1.1",4,48631186,48531186,48731186,"Sobic.004G153700",48599572,48600774,"similar to Putative uncharacterized protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
"Sbicolor_v3.1.1_Fe_4_51653333","OG0001124","Fe","Sbicolor_v3.1.1",4,51653333,51553333,51753333,"Sobic.004G167200",51726006,51731422,"similar to Putative uncharacterized protein",3,1,0,0.367691358024691,0.379385185185185,0.379385185185185
