"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Mg_18_1296185","OG0000509","Mg","Gmax_Wm82.a2.v1",18,1296185,1096185,1821020,"Glyma.18G021200",1552990,1554044,"PTHR33257:SF5 - EXPRESSED PROTEIN (1 of 8)",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Gmax_Wm82.a2.v1_Mg_18_57473940","OG0000150","Mg","Gmax_Wm82.a2.v1",18,57473940,57273940,57673940,"Glyma.18G298300",57587135,57590454,"PTHR18860:SF27 - 14-3-3-LIKE PROTEIN GF14 LAMBDA (1 of 4)",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Gmax_Wm82.a2.v1_Mg_18_6809001","OG0000349","Mg","Gmax_Wm82.a2.v1",18,6809001,6609001,7009001,"Glyma.18G073400",6911257,6919090,"K00876 - uridine kinase (udk, UCK)  (1 of 8)",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Gmax_Wm82.a2.v1_Mg_1_3875155","OG0000499","Mg","Gmax_Wm82.a2.v1",1,3875155,3675155,4075155,"Glyma.01G035300",3678713,3680543,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Gmax_Wm82.a2.v1_Mg_1_55419922","OG0002017","Mg","Gmax_Wm82.a2.v1",1,55419922,55219922,55638203,"Glyma.01G225900",55458268,55464187,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Gmax_Wm82.a2.v1_Mg_9_45085291","OG0006013","Mg","Gmax_Wm82.a2.v1",9,45085291,44885291,45679123,"Glyma.09G227900",45217921,45226339,"",4,2,0.5,0.202615384615385,0.318953846153846,0.574116923076923
"Zmays_RefGen_V4_Mg_3_136605751","OG0000197","Mg","Zmays_RefGen_V4",3,136605751,136505751,136713904,"Zm00001d041767",136598676,136603856,"(1 of 3) PTHR12321//PTHR12321:SF62 - CPG BINDING PROTEIN // SUBFAMILY NOT NAMED",4,1,0,0.289875,0.5681,0.5681
"Zmays_RefGen_V4_Mg_6_166304445.5","OG0003614","Mg","Zmays_RefGen_V4",6,166304445.5,166204382,166404509,"Zm00001d038882",166324613,166330458,"(1 of 2) PTHR22870:SF87 - REGULATOR OF CHROMOSOME CONDENSATION REPEAT-CONTAINING PROTEIN-RELATED",4,1,0,0.289875,0.5681,0.5681
"Zmays_RefGen_V4_Mg_8_16877247.125","OG0000509","Mg","Zmays_RefGen_V4",8,16877247.125,16777061,16977483,"Zm00001d008676",16896160,16896909,"(1 of 16) PF05097 - Protein of unknown function (DUF688) (DUF688)",4,1,0,0.289875,0.5681,0.5681
"Gmax_Wm82.a2.v1_Mg_14_47215997","OG0000689","Mg","Gmax_Wm82.a2.v1",14,47215997,47015997,47729979,"Glyma.14G211000",47592207,47597473,"K00031 - isocitrate dehydrogenase (IDH1, IDH2, icd)  (1 of 4)",4,3,0.666666666666667,0.202615384615385,0.212635897435897,0.552853333333333
"Gmax_Wm82.a2.v1_Mg_17_10255609","OG0000349","Mg","Gmax_Wm82.a2.v1",17,10255609,10055609,10455609,"Glyma.17G129000",10334030,10340149,"K00876 - uridine kinase (udk, UCK)  (1 of 8)",4,3,0.666666666666667,0.202615384615385,0.212635897435897,0.552853333333333
"Gmax_Wm82.a2.v1_Mg_17_413904","OG0000197","Mg","Gmax_Wm82.a2.v1",17,413904,213904,1104110,"Glyma.17G002600",298721,304372,"PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED (1 of 7)",4,3,0.666666666666667,0.202615384615385,0.212635897435897,0.552853333333333
"Gmax_Wm82.a2.v1_Mg_19_30044415","OG0000389","Mg","Gmax_Wm82.a2.v1",19,30044415,29844415,30439319,"Glyma.19G082900",30065750,30072387,"",4,3,0.666666666666667,0.202615384615385,0.212635897435897,0.552853333333333
"Sbicolor_v3.1.1_Mg_3_60529278","OG0003614","Mg","Sbicolor_v3.1.1",3,60529278,60429278,60629278,"Sobic.003G269400",60614062,60621092,"similar to Zinc finger protein-like",4,2,0.5,0.242,0.3032,0.54576
"Gmax_Wm82.a2.v1_Mg_18_49582012","OG0003614","Mg","Gmax_Wm82.a2.v1",18,49582012,49382012,50090219,"Glyma.18G210400",49623839,49631767,"PTHR22870:SF87 - REGULATOR OF CHROMOSOME CONDENSATION REPEAT-CONTAINING PROTEIN-RELATED (1 of 4)",4,4,0.75,0.202615384615385,0.159476923076923,0.542221538461538
"Gmax_Wm82.a2.v1_Mg_18_49582012","OG0000509","Mg","Gmax_Wm82.a2.v1",18,49582012,49382012,50090219,"Glyma.18G211300",49794388,49794972,"PTHR33257:SF5 - EXPRESSED PROTEIN (1 of 8)",4,4,0.75,0.202615384615385,0.159476923076923,0.542221538461538
"Gmax_Wm82.a2.v1_Mg_19_8224298","OG0000349","Mg","Gmax_Wm82.a2.v1",19,8224298,8024298,11190984,"Glyma.19G051200",8309186,8319163,"PF06414//PF14681 - Zeta toxin (Zeta_toxin)  // Uracil phosphoribosyltransferase (UPRTase)  (1 of 1)",4,4,0.75,0.202615384615385,0.159476923076923,0.542221538461538
"Gmax_Wm82.a2.v1_Mg_2_45625797","OG0000389","Mg","Gmax_Wm82.a2.v1",2,45625797,45425797,45908763,"Glyma.02G270300",45435211,45438514,"PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED (1 of 2)",4,5,0.8,0.202615384615385,0.127581538461538,0.535842461538461
"Gmax_Wm82.a2.v1_Mg_3_4276534","OG0000509","Mg","Gmax_Wm82.a2.v1",3,4276534,4076534,4827059,"Glyma.03G037600",4638539,4639669,"PTHR33257:SF5 - EXPRESSED PROTEIN (1 of 8)",4,5,0.8,0.202615384615385,0.127581538461538,0.535842461538461
"Gmax_Wm82.a2.v1_Mg_7_5078998","OG0002017","Mg","Gmax_Wm82.a2.v1",7,5078998,4878998,6189638,"Glyma.07G055600",4902632,4909473,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,5,0.8,0.202615384615385,0.127581538461538,0.535842461538461
"Gmax_Wm82.a2.v1_Mg_11_1373262","OG0002017","Mg","Gmax_Wm82.a2.v1",11,1373262,1173262,1573262,"Glyma.11G017000",1171998,1177529,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,6,0.833333333333333,0.202615384615385,0.106317948717949,0.531589743589744
"Gmax_Wm82.a2.v1_Mg_16_4835081","OG0001634","Mg","Gmax_Wm82.a2.v1",16,4835081,4635081,5233510,"Glyma.16G052300",5044847,5050843,"",4,6,0.833333333333333,0.202615384615385,0.106317948717949,0.531589743589744
"Gmax_Wm82.a2.v1_Mg_16_4835081","OG0008501","Mg","Gmax_Wm82.a2.v1",16,4835081,4635081,5233510,"Glyma.16G053200",5168246,5169977,"PTHR31614:SF3 - POLLEN OLE E 1 ALLERGEN AND EXTENSIN FAMILY PROTEIN (1 of 2)",4,6,0.833333333333333,0.202615384615385,0.106317948717949,0.531589743589744
"Gmax_Wm82.a2.v1_Mg_14_3081409","OG0000389","Mg","Gmax_Wm82.a2.v1",14,3081409,2881409,4361326,"Glyma.14G046800",3556874,3560405,"PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED (1 of 2)",4,7,0.857142857142857,0.202615384615385,0.0911296703296703,0.528552087912088
"Gmax_Wm82.a2.v1_Mg_14_3081409","OG0000509","Mg","Gmax_Wm82.a2.v1",14,3081409,2881409,4361326,"Glyma.14G053500",4228043,4228804,"PTHR33257:SF5 - EXPRESSED PROTEIN (1 of 8)",4,7,0.857142857142857,0.202615384615385,0.0911296703296703,0.528552087912088
"Gmax_Wm82.a2.v1_Mg_2_2908715","OG0000499","Mg","Gmax_Wm82.a2.v1",2,2908715,2708715,3613770,"Glyma.02G030800",2831244,2833073,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,7,0.857142857142857,0.202615384615385,0.0911296703296703,0.528552087912088
"Gmax_Wm82.a2.v1_Mg_5_33869930","OG0006265","Mg","Gmax_Wm82.a2.v1",5,33869930,33669930,34254092,"Glyma.05G144900",33870593,33871757,"PF09588 - YqaJ-like viral recombinase domain (YqaJ)  (1 of 4)",4,7,0.857142857142857,0.202615384615385,0.0911296703296703,0.528552087912088
"Sbicolor_v3.1.1_Mg_10_8618320","OG0000499","Mg","Sbicolor_v3.1.1",10,8618320,8518320,8827345,"Sobic.010G097200",8750293,8752410,"similar to Putative uncharacterized protein OSJNBa0080E19.35",4,3,0.666666666666667,0.242,0.202133333333333,0.525546666666667
"Sbicolor_v3.1.1_Mg_9_52835851","OG0000509","Mg","Sbicolor_v3.1.1",9,52835851,52735851,52935851,"Sobic.009G172700",52786786,52788386,"similar to Os05g0476000 protein",4,3,0.666666666666667,0.242,0.202133333333333,0.525546666666667
"Athaliana_TAIR10_Mg_3_8296395","OG0003614","Mg","Athaliana_TAIR10",3,8296395,8221395,8373083,"AT3G23270",8316436,8320337,"Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain",4,1,0,0.343307692307692,0.525353846153846,0.525353846153846
"Athaliana_TAIR10_Mg_4_5803401","OG0000150","Mg","Athaliana_TAIR10",4,5803401,5728401,5878401,"AT4G09000",5775210,5777481,"general regulatory factor 1",4,1,0,0.343307692307692,0.525353846153846,0.525353846153846
"Gmax_Wm82.a2.v1_Mg_18_635968","OG0000389","Mg","Gmax_Wm82.a2.v1",18,635968,435968,871645,"Glyma.18G010400",739454,743773,"PTHR10257:SF26 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 55 KDA REGULATORY SUBUNIT B' DELTA ISOFORM (1 of 5)",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Gmax_Wm82.a2.v1_Mg_18_635968","OG0003785","Mg","Gmax_Wm82.a2.v1",18,635968,435968,871645,"Glyma.18G011600",818393,821507,"K10251 - 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase (HSD17B12, KAR, IFA38)  (1 of 3)",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0000349","Mg","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,"Glyma.19G089100",31719972,31727837,"",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0001634","Mg","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,"Glyma.19G099000",34524421,34530811,"K16675 - palmitoyltransferase ZDHHC9/14/18 (ZDHHC9_14_18)  (1 of 11)",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0008501","Mg","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,"Glyma.19G096200",33953975,33955597,"PTHR31614:SF3 - POLLEN OLE E 1 ALLERGEN AND EXTENSIN FAMILY PROTEIN (1 of 2)",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0006013","Mg","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,"Glyma.19G094300",33339956,33342367,"PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)",4,9,0.888888888888889,0.202615384615385,0.0708786324786325,0.52450188034188
"Sbicolor_v3.1.1_Mg_9_56824974","OG0002017","Mg","Sbicolor_v3.1.1",9,56824974,56724974,56924974,"Sobic.009G226400",56796639,56803516,"similar to Os05g0556100 protein",4,4,0.75,0.242,0.1516,0.51544
"Sbicolor_v3.1.1_Mg_9_56824974","OG0006013","Mg","Sbicolor_v3.1.1",9,56824974,56724974,56924974,"Sobic.009G226100",56784891,56786990,"PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)",4,4,0.75,0.242,0.1516,0.51544
"Sbicolor_v3.1.1_Mg_9_56824974","OG0006013","Mg","Sbicolor_v3.1.1",9,56824974,56724974,56924974,"Sobic.009G226300",56791043,56796233,"PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)",4,4,0.75,0.242,0.1516,0.51544
"Zmays_RefGen_V4_Mg_7_165933525","OG0001615","Mg","Zmays_RefGen_V4",7,165933525,165833519,166033531,"Zm00001d021924",165961049,165962395,"(1 of 7) PTHR33077//PTHR33077:SF5 - FAMILY NOT NAMED // PROTEIN TIFY 3A-RELATED",4,2,0.5,0.289875,0.28405,0.51129
"Sbicolor_v3.1.1_Mg_9_57657768","OG0000689","Mg","Sbicolor_v3.1.1",9,57657768,57557768,57757768,"Sobic.009G238900",57680872,57684861,"similar to NADP-specific isocitrate dehydrogenase",4,5,0.8,0.242,0.12128,0.509376
"Sbicolor_v3.1.1_Mg_2_64385683","OG0000349","Mg","Sbicolor_v3.1.1",2,64385683,64285683,64485683,"Sobic.002G257200",64298869,64304970,"similar to Os09g0505800 protein",4,12,0.916666666666667,0.242,0.0505333333333334,0.495226666666667
"Sbicolor_v3.1.1_Mg_2_64385683","OG0001634","Mg","Sbicolor_v3.1.1",2,64385683,64285683,64485683,"Sobic.002G259400",64465689,64471473,"similar to Os09g0508300 protein",4,12,0.916666666666667,0.242,0.0505333333333334,0.495226666666667
"Sbicolor_v3.1.1_Mg_2_64385683","OG0008501","Mg","Sbicolor_v3.1.1",2,64385683,64285683,64485683,"Sobic.002G259200",64456043,64458686,"similar to Os09g0508200 protein",4,12,0.916666666666667,0.242,0.0505333333333334,0.495226666666667
"Sbicolor_v3.1.1_Mg_6_49108920","OG0000389","Mg","Sbicolor_v3.1.1",6,49108920,49008920,49208920,"Sobic.006G126100",49132135,49136919,"",4,16,0.9375,0.242,0.0379,0.4927
"Sbicolor_v3.1.1_Mg_6_49108920","OG0003785","Mg","Sbicolor_v3.1.1",6,49108920,49008920,49208920,"Sobic.006G125600",49083720,49087983,"similar to H0805A05.3 protein",4,16,0.9375,0.242,0.0379,0.4927
"Sbicolor_v3.1.1_Mg_6_49108920","OG0003785","Mg","Sbicolor_v3.1.1",6,49108920,49008920,49208920,"Sobic.006G125800",49100119,49104159,"similar to H0805A05.3 protein",4,16,0.9375,0.242,0.0379,0.4927
"Sbicolor_v3.1.1_Mg_6_49108920","OG0006265","Mg","Sbicolor_v3.1.1",6,49108920,49008920,49208920,"Sobic.006G126400",49170415,49173517,"similar to OJ000223_09.10 protein",4,16,0.9375,0.242,0.0379,0.4927
"Zmays_RefGen_V4_Mg_4_38494243","OG0000389","Mg","Zmays_RefGen_V4",4,38494243,38394243,38594243,"Zm00001d049642",38570097,38574015,"(1 of 3) PTHR10257//PTHR10257:SF17 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A  PP2A  REGULATORY SUBUNIT B // SUBFAMILY NOT NAMED",4,3,0.666666666666667,0.289875,0.189366666666667,0.492353333333333
"Zmays_RefGen_V4_Mg_6_167627090","OG0002017","Mg","Zmays_RefGen_V4",6,167627090,167527090,167727090,"Zm00001d038955",167632187,167639074,"(1 of 3) PTHR11566//PTHR11566:SF58 - DYNAMIN // DYNAMIN-RELATED PROTEIN 1A",4,3,0.666666666666667,0.289875,0.189366666666667,0.492353333333333
"Zmays_RefGen_V4_Mg_6_167627090","OG0006013","Mg","Zmays_RefGen_V4",6,167627090,167527090,167727090,"Zm00001d038954",167624782,167632082,"(1 of 2) PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN",4,3,0.666666666666667,0.289875,0.189366666666667,0.492353333333333
"Zmays_RefGen_V4_Mg_6_169678582","OG0000689","Mg","Zmays_RefGen_V4",6,169678582,169578582,169778582,"Zm00001d039079",169685197,169688921,"(1 of 9) 1.1.1.42 - Isocitrate dehydrogenase (NADP(+)) / oxalosuccinate carboxylase",4,4,0.75,0.289875,0.142025,0.482885
"Osativa_v7.0_Mg_2_22317482","OG0000150","Mg","Osativa_v7.0",2,22317482,22074482,22560482,"LOC_Os02g36974",22333281,22337713,"14-3-3 protein, putative, expressed",4,7,0.857142857142857,0.315111111111111,0.0782730158730158,0.453983492063492
"Osativa_v7.0_Mg_9_12874980","OG0000499","Mg","Osativa_v7.0",9,12874980,12631980,13117980,"LOC_Os09g21380",12913654,12914865,"expressed protein",4,7,0.857142857142857,0.315111111111111,0.0782730158730158,0.453983492063492
"Athaliana_TAIR10_Mg_4_7548364","OG0006013","Mg","Athaliana_TAIR10",4,7548364,7473364,7801851,"AT4G13400",7787691,7791284,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",4,4,0.75,0.343307692307692,0.131338461538462,0.446550769230769
"Athaliana_TAIR10_Mg_5_16824298","OG0002017","Mg","Athaliana_TAIR10",5,16824298,16749298,16982000,"AT5G42080",16820284,16824757,"dynamin-like protein",4,4,0.75,0.343307692307692,0.131338461538462,0.446550769230769
"Osativa_v7.0_Mg_9_19707088","OG0000349","Mg","Osativa_v7.0",9,19707088,19464088,19950088,"LOC_Os09g32820",19570000,19575614,"uridine/cytidine kinase-like 1, putative, expressed",4,17,0.941176470588235,0.315111111111111,0.0322300653594771,0.444774901960784
"Osativa_v7.0_Mg_9_19707088","OG0001634","Mg","Osativa_v7.0",9,19707088,19464088,19950088,"LOC_Os09g33450",19702022,19706618,"zinc finger DHHC domain-containing protein, putative, expressed",4,17,0.941176470588235,0.315111111111111,0.0322300653594771,0.444774901960784
"Osativa_v7.0_Mg_9_19707088","OG0008501","Mg","Osativa_v7.0",9,19707088,19464088,19950088,"LOC_Os09g32988",19693385,19696029,"POEI18 - Pollen Ole e I allergen and extensin family protein precursor, expressed",4,17,0.941176470588235,0.315111111111111,0.0322300653594771,0.444774901960784
"Osativa_v7.0_Mg_4_23754426","OG0000389","Mg","Osativa_v7.0",4,23754426,23511426,25550611,"LOC_Os04g40860",24243897,24247750,"transposon protein, putative, unclassified, expressed",4,34,0.970588235294118,0.315111111111111,0.0161150326797386,0.441551895424837
"Osativa_v7.0_Mg_4_23754426","OG0003785","Mg","Osativa_v7.0",4,23754426,23511426,25550611,"LOC_Os04g40730",24175619,24178976,"oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed",4,34,0.970588235294118,0.315111111111111,0.0161150326797386,0.441551895424837
"Osativa_v7.0_Mg_4_23754426","OG0006265","Mg","Osativa_v7.0",4,23754426,23511426,25550611,"LOC_Os04g40900",24276590,24278318,"exonuclease, putative, expressed",4,34,0.970588235294118,0.315111111111111,0.0161150326797386,0.441551895424837
"Osativa_v7.0_Mg_4_23754426","OG0000689","Mg","Osativa_v7.0",4,23754426,23511426,25550611,"LOC_Os04g42920",25389337,25395545,"dehydrogenase, putative, expressed",4,34,0.970588235294118,0.315111111111111,0.0161150326797386,0.441551895424837
"Athaliana_TAIR10_Mg_1_25323127","OG0003785","Mg","Athaliana_TAIR10",1,25323127,25248127,25398140,"AT1G67730",25391460,25393610,"beta-ketoacyl reductase 1",4,7,0.857142857142857,0.343307692307692,0.0750505494505494,0.435293186813187
"Athaliana_TAIR10_Mg_1_25323127","OG0006265","Mg","Athaliana_TAIR10",1,25323127,25248127,25398140,"AT1G67660",25363535,25365229,"Restriction endonuclease, type II-like superfamily protein",4,7,0.857142857142857,0.343307692307692,0.0750505494505494,0.435293186813187
"Athaliana_TAIR10_Mg_5_217380","OG0000509","Mg","Athaliana_TAIR10",5,217380,142380,394703,"AT5G01790",304897,305696,"",4,7,0.857142857142857,0.343307692307692,0.0750505494505494,0.435293186813187
"Athaliana_TAIR10_Mg_5_6976410","OG0001615","Mg","Athaliana_TAIR10",5,6976410,6901410,7151439,"AT5G20900",7090704,7092539,"jasmonate-zim-domain protein 12",4,8,0.875,0.343307692307692,0.0656692307692308,0.433416923076923
"Athaliana_TAIR10_Mg_5_6976410","OG0000197","Mg","Athaliana_TAIR10",5,6976410,6901410,7151439,"AT5G20510",6939813,6942908,"alfin-like 5",4,8,0.875,0.343307692307692,0.0656692307692308,0.433416923076923
"Athaliana_TAIR10_Mg_5_16395978","OG0000349","Mg","Athaliana_TAIR10",5,16395978,16320978,16484465,"AT5G40870",16374908,16378652,"uridine kinase/uracil phosphoribosyltransferase 1",4,9,0.888888888888889,0.343307692307692,0.0583726495726496,0.431957606837607
"Athaliana_TAIR10_Mg_5_16395978","OG0001634","Mg","Athaliana_TAIR10",5,16395978,16320978,16484465,"AT5G41060",16435322,16437699,"DHHC-type zinc finger family protein",4,9,0.888888888888889,0.343307692307692,0.0583726495726496,0.431957606837607
"Athaliana_TAIR10_Mg_5_16395978","OG0008501","Mg","Athaliana_TAIR10",5,16395978,16320978,16484465,"AT5G41050",16433317,16434318,"Pollen Ole e 1 allergen and extensin family protein",4,9,0.888888888888889,0.343307692307692,0.0583726495726496,0.431957606837607
"Athaliana_TAIR10_Mg_1_3480237","OG0000499","Mg","Athaliana_TAIR10",1,3480237,3405237,3555237,"AT1G10530",3471456,3472672,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)",4,10,0.9,0.343307692307692,0.0525353846153846,0.430790153846154
"Sbicolor_v3.1.1_Mg_10_50312303","OG0000483","Mg","Sbicolor_v3.1.1",10,50312303,50212303,50412303,"Sobic.010G171600",50370481,50383361,"similar to Protein kinase domain containing protein, expressed",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_10_53130432","OG0000097","Mg","Sbicolor_v3.1.1",10,53130432,53030432,53230432,"Sobic.010G190400",53173542,53180148,"similar to Putative WIP1 protein",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_10_5314100","OG0007211","Mg","Sbicolor_v3.1.1",10,5314100,5214100,5414100,"Sobic.010G067100",5381291,5386950,"similar to Glutathione peroxidase",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_10_56445362","OG0000213","Mg","Sbicolor_v3.1.1",10,56445362,56345362,56545362,"Sobic.010G223600",56543118,56545908,"similar to AT4g05320/C17L7_240",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_10_58950653","OG0001163","Mg","Sbicolor_v3.1.1",10,58950653,58850653,59050653,"Sobic.010G249500",58902075,58907045,"PTHR24055//PTHR24055:SF216 - MITOGEN-ACTIVATED PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 2)",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_10_8977082","OG0010573","Mg","Sbicolor_v3.1.1",10,8977082,8877082,9077082,"Sobic.010G098200",8875176,8881925,"similar to DeliriumA-like",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_1_11674487","OG0000087","Mg","Sbicolor_v3.1.1",1,11674487,11574487,11774487,"Sobic.001G146000",11706466,11710337,"similar to Tubulin beta-2/beta-3 chain",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_1_15386539","OG0006606","Mg","Sbicolor_v3.1.1",1,15386539,15286539,15486539,"Sobic.001G180500",15303691,15304827,"3.4.21.72 - IgA-specific serine endopeptidase / Immunoglobulin A1 protease (1 of 8)",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
"Sbicolor_v3.1.1_Mg_1_2279889","OG0005290","Mg","Sbicolor_v3.1.1",1,2279889,2179889,2379889,"Sobic.001G030100",2327845,2329284,"similar to Expressed protein",3,1,0,0.345032863849765,0.392980281690141,0.392980281690141
