"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Mn_7_8377811","OG0001083","Mn","Gmax_Wm82.a2.v1",7,8377811,8177811,9223844,"Glyma.07G092900",8676834,8679315,"",4,1,0,0.254725,0.59622,0.59622
"Sbicolor_v3.1.1_Mn_3_55370875","OG0000500","Mn","Sbicolor_v3.1.1",3,55370875,55270875,55470875,"Sobic.003G218500",55380771,55384516,"similar to Lysophospholipase 2-like",4,1,0,0.2626,0.58992,0.58992
"Gmax_Wm82.a2.v1_Mn_12_33002665","OG0000072","Mn","Gmax_Wm82.a2.v1",12,33002665,32802665,33447638,"Glyma.12G174900",33225421,33230694,"PTHR31223:SF23 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG1 (1 of 4)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_16_31698574","OG0000431","Mn","Gmax_Wm82.a2.v1",16,31698574,31498574,32998239,"Glyma.16G165900",32487231,32496298,"2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase (1 of 5)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_18_1266211","OG0002461","Mn","Gmax_Wm82.a2.v1",18,1266211,1066211,1949975,"Glyma.18G022700",1651215,1653524,"PF12680 - SnoaL-like domain (SnoaL_2)  (1 of 4)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_19_45430209","OG0000072","Mn","Gmax_Wm82.a2.v1",19,45430209,45230209,45630209,"Glyma.19G198400",45549783,45554989,"",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_1_47417553","OG0000874","Mn","Gmax_Wm82.a2.v1",1,47417553,47217553,48566292,"Glyma.01G143900",47782788,47787690,"PTHR31529:SF3 - LOB DOMAIN-CONTAINING PROTEIN 18-RELATED (1 of 4)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_1_47417553","OG0000874","Mn","Gmax_Wm82.a2.v1",1,47417553,47217553,48566292,"Glyma.01G143800",47752699,47757849,"PTHR31529:SF7 - LOB DOMAIN-CONTAINING PROTEIN 19-RELATED (1 of 2)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_4_47877875","OG0002238","Mn","Gmax_Wm82.a2.v1",4,47877875,47677875,48942467,"Glyma.04G212200",48401510,48405004,"PTHR32468:SF26 - CATION/H(+) ANTIPORTER 15 (1 of 11)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_7_2670759","OG0000500","Mn","Gmax_Wm82.a2.v1",7,2670759,2470759,3410155,"Glyma.07G032700",2557401,2561466,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",4,2,0.5,0.254725,0.29811,0.536598
"Gmax_Wm82.a2.v1_Mn_8_10985000","OG0000431","Mn","Gmax_Wm82.a2.v1",8,10985000,10785000,11185000,"Glyma.08G145600",11066152,11073328,"2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase (1 of 5)",4,2,0.5,0.254725,0.29811,0.536598
"Sbicolor_v3.1.1_Mn_10_53940240","OG0000431","Mn","Sbicolor_v3.1.1",10,53940240,53840240,54040240,"Sobic.010G196300",53946265,53952387,"PTHR13301:SF27 - CELLULOSE SYNTHASE A CATALYTIC SUBUNIT 2 [UDP-FORMING]-RELATED (1 of 1)",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_10_55298899","OG0000208","Mn","Sbicolor_v3.1.1",10,55298899,55198899,55398899,"Sobic.010G210200",55395207,55398534,"similar to Endomembrane protein 70-like",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_10_55298899","OG0008596","Mn","Sbicolor_v3.1.1",10,55298899,55198899,55398899,"Sobic.010G209400",55293227,55304915,"similar to Putative TAF5",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_1_14285008","OG0000444","Mn","Sbicolor_v3.1.1",1,14285008,14185008,14385008,"Sobic.001G171300",14314210,14315949,"similar to Putative uncharacterized protein",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_1_62624734","OG0000923","Mn","Sbicolor_v3.1.1",1,62624734,62524734,62724734,"Sobic.001G338600",62623592,62625626,"PTHR31304:SF3 - LOB DOMAIN-CONTAINING PROTEIN 40 (1 of 3)",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_1_73434915","OG0000444","Mn","Sbicolor_v3.1.1",1,73434915,73334915,73534915,"Sobic.001G459800",73534067,73537450,"similar to UDP-glucose 6-dehydrogenase",4,2,0.5,0.2626,0.29496,0.530928
"Sbicolor_v3.1.1_Mn_6_50964176","OG0000072","Mn","Sbicolor_v3.1.1",6,50964176,50864176,51182745,"Sobic.006G149300",51083274,51087226,"similar to Os04g0518800 protein",4,2,0.5,0.2626,0.29496,0.530928
"Osativa_v7.0_Mn_7_13612603","OG0000431","Mn","Osativa_v7.0",7,13612603,13369603,13855603,"LOC_Os07g24190",13741284,13747256,"CESA3 - cellulose synthase, expressed",4,1,0,0.337818181818182,0.529745454545455,0.529745454545455
"Athaliana_TAIR10_Mn_5_15775330","OG0000444","Mn","Athaliana_TAIR10",5,15775330,15700330,15850330,"AT5G39320",15742762,15744943,"UDP-glucose 6-dehydrogenase family protein",4,2,0.5,0.26447619047619,0.294209523809524,0.529577142857143
"Athaliana_TAIR10_Mn_5_9105320","OG0000072","Mn","Athaliana_TAIR10",5,9105320,9030320,9180320,"AT5G26140",9130796,9131636,"Putative lysine decarboxylase family protein",4,2,0.5,0.26447619047619,0.294209523809524,0.529577142857143
"Gmax_Wm82.a2.v1_Mn_11_11311013","OG0000072","Mn","Gmax_Wm82.a2.v1",11,11311013,11111013,11951928,"Glyma.11G145100",11144477,11150703,"PTHR31223:SF23 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG1 (1 of 4)",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Gmax_Wm82.a2.v1_Mn_17_40570757","OG0000072","Mn","Gmax_Wm82.a2.v1",17,40570757,40370757,41170920,"Glyma.17G257200",41134807,41139396,"",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Gmax_Wm82.a2.v1_Mn_18_4472075","OG0001316","Mn","Gmax_Wm82.a2.v1",18,4472075,4272075,4672075,"Glyma.18G050200",4332197,4334025,"PF06697 - Protein of unknown function (DUF1191) (DUF1191)  (1 of 14)",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Gmax_Wm82.a2.v1_Mn_4_5113993","OG0000208","Mn","Gmax_Wm82.a2.v1",4,5113993,4913993,5318645,"Glyma.04G060700",4950007,4954336,"PTHR10766:SF46 - ENDOMEMBRANE FAMILY PROTEIN 70 (1 of 4)",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Gmax_Wm82.a2.v1_Mn_4_5113993","OG0008596","Mn","Gmax_Wm82.a2.v1",4,5113993,4913993,5318645,"Glyma.04G061600",5031313,5041135,"K03130 - transcription initiation factor TFIID subunit 5 (TAF5)  (1 of 3)",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Gmax_Wm82.a2.v1_Mn_6_12200543","OG0002238","Mn","Gmax_Wm82.a2.v1",6,12200543,12000543,12690193,"Glyma.06G154200",12575368,12578282,"PTHR32468:SF26 - CATION/H(+) ANTIPORTER 15 (1 of 11)",4,3,0.666666666666667,0.254725,0.19874,0.516724
"Sbicolor_v3.1.1_Mn_9_53137732","OG0002238","Mn","Sbicolor_v3.1.1",9,53137732,53037732,53237732,"Sobic.009G176900",53182607,53185915,"similar to Na+/H+ antiporter-like protein",4,3,0.666666666666667,0.2626,0.19664,0.511264
"Athaliana_TAIR10_Mn_2_5716038","OG0002238","Mn","Athaliana_TAIR10",2,5716038,5641038,5791038,"AT2G13620",5678006,5680621,"cation/hydrogen exchanger 15",4,3,0.666666666666667,0.26447619047619,0.196139682539683,0.509963174603175
"Gmax_Wm82.a2.v1_Mn_18_5162188","OG0009696","Mn","Gmax_Wm82.a2.v1",18,5162188,4962188,5362188,"Glyma.18G057700",5085113,5089236,"K00645 - fabD (1 of 2)",4,4,0.75,0.254725,0.149055,0.506787
"Gmax_Wm82.a2.v1_Mn_18_5162188","OG0002727","Mn","Gmax_Wm82.a2.v1",18,5162188,4962188,5362188,"Glyma.18G057000",4988906,4990187,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,4,0.75,0.254725,0.149055,0.506787
"Gmax_Wm82.a2.v1_Mn_18_56319658","OG0000923","Mn","Gmax_Wm82.a2.v1",18,56319658,56119658,57430150,"Glyma.18G297100",57422306,57423754,"PTHR31304:SF3 - LOB DOMAIN-CONTAINING PROTEIN 40 (1 of 3)",4,4,0.75,0.254725,0.149055,0.506787
"Gmax_Wm82.a2.v1_Mn_18_56319658","OG0009766","Mn","Gmax_Wm82.a2.v1",18,56319658,56119658,57430150,"Glyma.18G286100",56628728,56632642,"",4,4,0.75,0.254725,0.149055,0.506787
"Gmax_Wm82.a2.v1_Mn_3_40888354","OG0000072","Mn","Gmax_Wm82.a2.v1",3,40888354,40688354,41202811,"Glyma.03G200800",40943036,40948218,"PTHR31223:SF20 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG7 (1 of 4)",4,4,0.75,0.254725,0.149055,0.506787
"Gmax_Wm82.a2.v1_Mn_6_1446085","OG0000072","Mn","Gmax_Wm82.a2.v1",6,1446085,1246085,1987805,"Glyma.06G025200",1888158,1891061,"",4,4,0.75,0.254725,0.149055,0.506787
"Sbicolor_v3.1.1_Mn_5_1456057","OG0001316","Mn","Sbicolor_v3.1.1",5,1456057,1356057,1556057,"Sobic.005G015300",1375009,1376730,"similar to Putative uncharacterized protein 4B",4,4,0.75,0.2626,0.14748,0.501432
"Gmax_Wm82.a2.v1_Mn_2_6719236","OG0000431","Mn","Gmax_Wm82.a2.v1",2,6719236,6519236,7818643,"Glyma.02G080900",6970629,6978838,"2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase (1 of 5)",4,5,0.8,0.254725,0.119244,0.5008248
"Athaliana_TAIR10_Mn_1_25068675","OG0000923","Mn","Athaliana_TAIR10",1,25068675,24993675,25173388,"AT1G67100",25053734,25054847,"LOB domain-containing protein 40",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_3_472036","OG0000923","Mn","Athaliana_TAIR10",3,472036,397036,547036,"AT3G02550",536505,537998,"LOB domain-containing protein 41",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_3_472036","OG0001083","Mn","Athaliana_TAIR10",3,472036,397036,547036,"AT3G02560",541715,543385,"Ribosomal protein S7e family protein",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_4_92684","OG0000874","Mn","Athaliana_TAIR10",4,92684,17684,194280,"AT4G00210",85693,86895,"LOB domain-containing protein 31",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_4_92684","OG0000874","Mn","Athaliana_TAIR10",4,92684,17684,194280,"AT4G00220",90036,92237,"Lateral organ boundaries (LOB) domain family protein",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_5_8614387","OG0000208","Mn","Athaliana_TAIR10",5,8614387,8539387,8691654,"AT5G25100",8648006,8651176,"Endomembrane protein 70 protein family",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Athaliana_TAIR10_Mn_5_8614387","OG0008596","Mn","Athaliana_TAIR10",5,8614387,8539387,8691654,"AT5G25150",8677091,8682205,"TBP-associated factor 5",4,4,0.75,0.26447619047619,0.147104761904762,0.50015619047619
"Gmax_Wm82.a2.v1_Mn_13_15342401","OG0000444","Mn","Gmax_Wm82.a2.v1",13,15342401,15142401,16220523,"Glyma.13G057700",15533358,15536680,"K00012 - UDPglucose 6-dehydrogenase (UGDH, ugd)  (1 of 8)",4,6,0.833333333333333,0.254725,0.09937,0.49685
"Athaliana_TAIR10_Mn_2_9310013","OG0000431","Mn","Athaliana_TAIR10",2,9310013,9235013,9385235,"AT2G21770",9284837,9289536,"cellulose synthase A9",4,5,0.8,0.26447619047619,0.117683809523809,0.494272
"Athaliana_TAIR10_Mn_3_3375074","OG0002461","Mn","Athaliana_TAIR10",3,3375074,3300074,3450074,"AT3G10985",3442528,3443445,"senescence associated gene 20",4,5,0.8,0.26447619047619,0.117683809523809,0.494272
"Gmax_Wm82.a2.v1_Mn_2_42370864","OG0001316","Mn","Gmax_Wm82.a2.v1",2,42370864,42170864,43312945,"Glyma.02G237900",42615776,42617153,"PF06697 - Protein of unknown function (DUF1191) (DUF1191)  (1 of 14)",4,7,0.857142857142857,0.254725,0.0851742857142857,0.494010857142857
"Gmax_Wm82.a2.v1_Mn_20_46499240","OG0001005","Mn","Gmax_Wm82.a2.v1",20,46499240,46299240,47330511,"Glyma.20G242000",47291648,47294556,"PTHR19241:SF180 - ABC TRANSPORTER G FAMILY MEMBER 1-RELATED (1 of 1)",4,8,0.875,0.254725,0.0745275,0.4918815
"Gmax_Wm82.a2.v1_Mn_20_46499240","OG0002200","Mn","Gmax_Wm82.a2.v1",20,46499240,46299240,47330511,"Glyma.20G241300",47236337,47238296,"PTHR33312:SF2 - MEMBRANE-ASSOCIATED KINASE REGULATOR 3-RELATED (1 of 2)",4,8,0.875,0.254725,0.0745275,0.4918815
"Gmax_Wm82.a2.v1_Mn_9_48908965","OG0001316","Mn","Gmax_Wm82.a2.v1",9,48908965,48708965,49177375,"Glyma.09G271500",48817858,48820455,"PF06697 - Protein of unknown function (DUF1191) (DUF1191)  (1 of 14)",4,8,0.875,0.254725,0.0745275,0.4918815
"Athaliana_TAIR10_Mn_1_2368923","OG0000110","Mn","Athaliana_TAIR10",1,2368923,2293923,2443923,"AT1G07790",2412980,2413708,"Histone superfamily protein",4,6,0.833333333333333,0.26447619047619,0.0980698412698413,0.490349206349206
"Athaliana_TAIR10_Mn_5_6780901","OG0000500","Mn","Athaliana_TAIR10",5,6780901,6705901,6946684,"AT5G20060",6776167,6779614,"alpha/beta-Hydrolases superfamily protein",4,6,0.833333333333333,0.26447619047619,0.0980698412698413,0.490349206349206
"Gmax_Wm82.a2.v1_Mn_17_3639524","OG0000208","Mn","Gmax_Wm82.a2.v1",17,3639524,3439524,5829436,"Glyma.17G073600",5752242,5755490,"PTHR10766:SF37 - ENDOMEMBRANE PROTEIN 70 FAMILY PROTEIN (1 of 5)",4,9,0.888888888888889,0.254725,0.0662466666666667,0.490225333333333
"Gmax_Wm82.a2.v1_Mn_3_37851829","OG0000110","Mn","Gmax_Wm82.a2.v1",3,37851829,37651829,38887120,"Glyma.03G172500",38669088,38670981,"K11252 - histone H2B (H2B)  (1 of 16)",4,9,0.888888888888889,0.254725,0.0662466666666667,0.490225333333333
"Gmax_Wm82.a2.v1_Mn_3_37851829","OG0001005","Mn","Gmax_Wm82.a2.v1",3,37851829,37651829,38887120,"Glyma.03G175300",38882750,38885412,"PTHR19241:SF258 - ABC TRANSPORTER G FAMILY MEMBER 17-RELATED (1 of 2)",4,9,0.888888888888889,0.254725,0.0662466666666667,0.490225333333333
"Sbicolor_v3.1.1_Mn_1_71511878","OG0000874","Mn","Sbicolor_v3.1.1",1,71511878,71411878,71611878,"Sobic.001G437300",71566224,71569045,"similar to LOB domain protein 18, putative",4,7,0.857142857142857,0.2626,0.0842742857142857,0.488790857142857
"Athaliana_TAIR10_Mn_2_16471963","OG0009766","Mn","Athaliana_TAIR10",2,16471963,16396963,16546963,"AT2G39450",16471632,16473818,"Cation efflux family protein",4,7,0.857142857142857,0.26447619047619,0.0840598639455782,0.487547210884354
"Athaliana_TAIR10_Mn_2_16471963","OG0001005","Mn","Athaliana_TAIR10",2,16471963,16396963,16546963,"AT2G39350",16430085,16432557,"ABC-2 type transporter family protein",4,7,0.857142857142857,0.26447619047619,0.0840598639455782,0.487547210884354
"Athaliana_TAIR10_Mn_2_16471963","OG0002200","Mn","Athaliana_TAIR10",2,16471963,16396963,16546963,"AT2G39370",16444130,16445266,"PTHR33312:SF2 - MEMBRANE-ASSOCIATED KINASE REGULATOR 3-RELATED (1 of 1)",4,7,0.857142857142857,0.26447619047619,0.0840598639455782,0.487547210884354
"Athaliana_TAIR10_Mn_2_15071179","OG0000072","Mn","Athaliana_TAIR10",2,15071179,14996179,15146179,"AT2G35990",15112084,15116776,"Putative lysine decarboxylase family protein",4,8,0.875,0.26447619047619,0.073552380952381,0.485445714285714
"Sbicolor_v3.1.1_Mn_1_68787903","OG0002461","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sobic.001G401975",68750468,68751677,"PF07107 - Wound-induced protein WI12 (WI12)  (1 of 2)",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_1_68787903","OG0002461","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sobic.001G401900",68736151,68738584,"PF07107 - Wound-induced protein WI12 (WI12)  (1 of 2)",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_1_68787903","OG0009696","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sobic.001G403400",68872446,68875981,"similar to Malonyl CoA-acyl carrier protein transacylase containing protein, expressed",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_1_68787903","OG0002727","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sobic.001G403000",68821538,68822546,"similar to Putative uncharacterized protein",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_1_68787903","OG0001083","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sobic.001G403500",68877799,68880214,"similar to 40S ribosomal protein S7",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_3_66927560","OG0000110","Mn","Sbicolor_v3.1.1",3,66927560,66827560,67027560,"Sobic.003G350100",66983843,66984520,"similar to Histone H2B.4",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_3_66927560","OG0009766","Mn","Sbicolor_v3.1.1",3,66927560,66827560,67027560,"Sobic.003G349200",66914666,66920611,"similar to Putative uncharacterized protein",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_3_66927560","OG0001005","Mn","Sbicolor_v3.1.1",3,66927560,66827560,67027560,"Sobic.003G348100",66860178,66862828,"similar to Putative uncharacterized protein",4,10,0.9,0.2626,0.058992,0.4837344
"Sbicolor_v3.1.1_Mn_3_66927560","OG0002200","Mn","Sbicolor_v3.1.1",3,66927560,66827560,67027560,"Sobic.003G348300",66878427,66879521,"similar to Putative uncharacterized protein",4,10,0.9,0.2626,0.058992,0.4837344
"Athaliana_TAIR10_Mn_2_12833566","OG0009696","Mn","Athaliana_TAIR10",2,12833566,12758566,13002550,"AT2G30200",12882955,12885768,"catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding",4,10,0.9,0.26447619047619,0.0588419047619047,0.482503619047619
"Athaliana_TAIR10_Mn_2_12833566","OG0002727","Mn","Athaliana_TAIR10",2,12833566,12758566,13002550,"AT2G30230",12897071,12897885,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)",4,10,0.9,0.26447619047619,0.0588419047619047,0.482503619047619
"Athaliana_TAIR10_Mn_3_2669344","OG0001316","Mn","Athaliana_TAIR10",3,2669344,2594344,2744344,"AT3G08600",2612394,2613823,"Protein of unknown function (DUF1191)",4,11,0.909090909090909,0.26447619047619,0.0534926406926407,0.481433766233766
"Zmays_RefGen_V4_Mn_3_10718207","OG0000500","Mn","Zmays_RefGen_V4",3,10718207,10618207,10818207,"Zm00001d039653",10752207,10756034,"(1 of 1) 3.1.1.1//3.1.1.5 - Carboxylesterase / Procaine esterase // Lysophospholipase / Phospholipase B",4,1,0,0.4195,0.4644,0.4644
"Zmays_RefGen_V4_Mn_3_22408516","OG0000923","Mn","Zmays_RefGen_V4",3,22408516,22308516,22638814,"Zm00001d040004",22562754,22564198,"(1 of 1) PTHR31304//PTHR31304:SF8 - FAMILY NOT NAMED // LOB DOMAIN-CONTAINING PROTEIN 41",4,1,0,0.4195,0.4644,0.4644
"Osativa_v7.0_Mn_10_4059434","OG0000874","Mn","Osativa_v7.0",10,4059434,3816434,4302434,"LOC_Os10g07510",3991788,3993648,"DUF260 domain containing protein, putative, expressed",4,5,0.8,0.337818181818182,0.105949090909091,0.444986181818182
"Osativa_v7.0_Mn_7_5590624","OG0008596","Mn","Osativa_v7.0",7,5590624,5347624,5847226,"LOC_Os07g10520",5659651,5667026,"nucleotide binding protein, putative, expressed",4,6,0.833333333333333,0.337818181818182,0.0882909090909091,0.441454545454545
"Osativa_v7.0_Mn_3_17973569","OG0000444","Mn","Osativa_v7.0",3,17973569,17730569,18216590,"LOC_Os03g31210",17774339,17776400,"UDP-glucose 6-dehydrogenase, putative, expressed",4,7,0.857142857142857,0.337818181818182,0.0756779220779221,0.438931948051948
