"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Sr_19_1985708","OG0013554","Sr","Gmax_Wm82.a2.v1",19,1985708,1785708,2270686,"Glyma.19G020800",2239682,2245052,"",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_1_4374694","OG0002247","Sr","Gmax_Wm82.a2.v1",1,4374694,4174694,4856361,"Glyma.01G044100",4844360,4848720,"PTHR27001:SF160 - PROTEIN KINASE 2A, CHLOROPLASTIC-RELATED (1 of 5)",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_20_1227595","OG0007290","Sr","Gmax_Wm82.a2.v1",20,1227595,1027595,2264115,"Glyma.20G014400",1322447,1326577,"PTHR24326:SF114 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-17-RELATED (1 of 2)",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_2_1023576","OG0000313","Sr","Gmax_Wm82.a2.v1",2,1023576,823576,1689488,"Glyma.02G008000",822822,829313,"PTHR24221:SF205 - ABC TRANSPORTER B FAMILY MEMBER 11-RELATED (1 of 11)",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_8_40952506","OG0002247","Sr","Gmax_Wm82.a2.v1",8,40952506,40752506,41601259,"Glyma.08G297900",41477265,41481053,"PTHR27001:SF160 - PROTEIN KINASE 2A, CHLOROPLASTIC-RELATED (1 of 5)",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_9_45312051","OG0000072","Sr","Gmax_Wm82.a2.v1",9,45312051,45112051,45813010,"Glyma.09G229100",45312137,45314098,"",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_9_5474238","OG0001021","Sr","Gmax_Wm82.a2.v1",9,5474238,5274238,6070243,"Glyma.09G059500",5497068,5503271,"PTHR22951//PTHR22951:SF17 - CLATHRIN ASSEMBLY PROTEIN // SUBFAMILY NOT NAMED (1 of 4)",3,1,0,0.728409090909091,0.162954545454545,0.162954545454545
"Gmax_Wm82.a2.v1_Sr_20_35744525","OG0002357","Sr","Gmax_Wm82.a2.v1",20,35744525,35544525,36673914,"Glyma.20G121800",36439119,36442371,"K18753 - butyrate response factor 1 (ZFP36L)  (1 of 2)",3,2,0.5,0.728409090909091,0.0814772727272727,0.146659090909091
"Gmax_Wm82.a2.v1_Sr_20_35744525","OG0006069","Sr","Gmax_Wm82.a2.v1",20,35744525,35544525,36673914,"Glyma.20G123200",36597149,36600007,"PTHR15492:SF1 - CYCLIN-D1-BINDING PROTEIN 1 (1 of 2)",3,2,0.5,0.728409090909091,0.0814772727272727,0.146659090909091
"Gmax_Wm82.a2.v1_Sr_10_48991906","OG0002357","Sr","Gmax_Wm82.a2.v1",10,48991906,48791906,49191906,"Glyma.10G269300",49171523,49174690,"",3,3,0.666666666666667,0.728409090909091,0.0543181818181818,0.141227272727273
"Gmax_Wm82.a2.v1_Sr_10_48991906","OG0006069","Sr","Gmax_Wm82.a2.v1",10,48991906,48791906,49191906,"Glyma.10G267900",49062535,49064477,"PTHR15492:SF1 - CYCLIN-D1-BINDING PROTEIN 1 (1 of 2)",3,3,0.666666666666667,0.728409090909091,0.0543181818181818,0.141227272727273
"Gmax_Wm82.a2.v1_Sr_10_48991906","OG0007408","Sr","Gmax_Wm82.a2.v1",10,48991906,48791906,49191906,"Glyma.10G265900",48949575,48955853,"K10758 - thiol oxidase (QSOX)  (1 of 3)",3,3,0.666666666666667,0.728409090909091,0.0543181818181818,0.141227272727273
"Athaliana_TAIR10_Sr_1_24730646","OG0000149","Sr","Athaliana_TAIR10",1,24730646,24655646,24805646,"AT1G66410",24774217,24775984,"calmodulin 4",3,1,0,0.781857142857143,0.130885714285714,0.130885714285714
"Athaliana_TAIR10_Sr_1_24943821","OG0002357","Sr","Athaliana_TAIR10",1,24943821,24868821,25018821,"AT1G66810",24927613,24928803,"Zinc finger C-x8-C-x5-C-x3-H type family protein",3,1,0,0.781857142857143,0.130885714285714,0.130885714285714
"Athaliana_TAIR10_Sr_2_745217","OG0002247","Sr","Athaliana_TAIR10",2,745217,670217,820217,"AT2G02800",795515,799443,"protein kinase 2B",3,1,0,0.781857142857143,0.130885714285714,0.130885714285714
"Athaliana_TAIR10_Sr_3_10852234","OG0013554","Sr","Athaliana_TAIR10",3,10852234,10777234,11011838,"AT3G28760",10792955,10795312,"",3,1,0,0.781857142857143,0.130885714285714,0.130885714285714
"Athaliana_TAIR10_Sr_5_1921267","OG0000072","Sr","Athaliana_TAIR10",5,1921267,1846267,1996267,"AT5G06300",1921744,1925370,"Putative lysine decarboxylase family protein",3,1,0,0.781857142857143,0.130885714285714,0.130885714285714
"Athaliana_TAIR10_Sr_1_8164273","OG0006069","Sr","Athaliana_TAIR10",1,8164273,8089273,8239517,"AT1G22970",8130716,8132208,"PTHR15492:SF1 - CYCLIN-D1-BINDING PROTEIN 1 (1 of 3)",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_1_8164273","OG0006069","Sr","Athaliana_TAIR10",1,8164273,8089273,8239517,"AT1G22980",8132444,8134350,"PTHR15492:SF1 - CYCLIN-D1-BINDING PROTEIN 1 (1 of 3)",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_4_834495","OG0000313","Sr","Athaliana_TAIR10",4,834495,759495,909495,"AT4G01830",785683,790447,"P-glycoprotein 5",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_4_834495","OG0000313","Sr","Athaliana_TAIR10",4,834495,759495,909495,"AT4G01820",780734,785329,"P-glycoprotein 3",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_5_7143099","OG0000149","Sr","Athaliana_TAIR10",5,7143099,7068099,7218245,"AT5G21274",7214500,7216019,"calmodulin 6",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_5_7143099","OG0001615","Sr","Athaliana_TAIR10",5,7143099,7068099,7218245,"AT5G20900",7090704,7092539,"jasmonate-zim-domain protein 12",3,2,0.5,0.781857142857143,0.0654428571428571,0.117797142857143
"Athaliana_TAIR10_Sr_2_115247","OG0001021","Sr","Athaliana_TAIR10",2,115247,40247,296409,"AT2G01600",268818,272610,"ENTH/ANTH/VHS superfamily protein",3,3,0.666666666666667,0.781857142857143,0.0436285714285714,0.113434285714286
"Athaliana_TAIR10_Sr_2_115247","OG0007290","Sr","Athaliana_TAIR10",2,115247,40247,296409,"AT2G01430",187798,190369,"homeobox-leucine zipper protein 17",3,3,0.666666666666667,0.781857142857143,0.0436285714285714,0.113434285714286
"Athaliana_TAIR10_Sr_2_115247","OG0007408","Sr","Athaliana_TAIR10",2,115247,40247,296409,"AT2G01270",139331,142560,"quiescin-sulfhydryl oxidase 2",3,3,0.666666666666667,0.781857142857143,0.0436285714285714,0.113434285714286
"Zmays_RefGen_V4_Sr_2_29481767.5714286","OG0000072","Sr","Zmays_RefGen_V4",2,29481767.5714286,29306917,29615183,"Zm00001d003013",29406645,29411158,"(1 of 9) K06966 - uncharacterized protein (K06966)",3,1,0,0.916545454545455,0.0500727272727272,0.0500727272727272
"Zmays_RefGen_V4_Sr_3_209273822","OG0000313","Sr","Zmays_RefGen_V4",3,209273822,209173822,209373822,"Zm00001d043762",209228407,209235345,"(1 of 57) 3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase",3,1,0,0.916545454545455,0.0500727272727272,0.0500727272727272
"Zmays_RefGen_V4_Sr_6_166475316","OG0001021","Sr","Zmays_RefGen_V4",6,166475316,166375316,166575316,"Zm00001d038892",166531936,166538352,"(1 of 5) PTHR22951//PTHR22951:SF25 - CLATHRIN ASSEMBLY PROTEIN // SUBFAMILY NOT NAMED",3,1,0,0.916545454545455,0.0500727272727272,0.0500727272727272
"Zmays_RefGen_V4_Sr_1_279918027.583333","OG0000149","Sr","Zmays_RefGen_V4",1,279918027.583333,279817651,280018270,"Zm00001d033980",279980867,279981749,"(1 of 1) PTHR23050//PTHR23050:SF198 - CALCIUM BINDING PROTEIN // SUBFAMILY NOT NAMED",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_1_279918027.583333","OG0001615","Sr","Zmays_RefGen_V4",1,279918027.583333,279817651,280018270,"Zm00001d033972",279900021,279901559,"(1 of 7) PTHR33077//PTHR33077:SF5 - FAMILY NOT NAMED // PROTEIN TIFY 3A-RELATED",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_3_218446386","OG0007290","Sr","Zmays_RefGen_V4",3,218446386,218346386,218546386,"Zm00001d044081",218481322,218485402,"(1 of 1) PTHR24326:SF114 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-17-RELATED",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_3_218446386","OG0002357","Sr","Zmays_RefGen_V4",3,218446386,218346386,218546386,"Zm00001d044074",218387500,218388660,"(1 of 2) K18753 - butyrate response factor 1 (ZFP36L)",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_6_167227382","OG0006069","Sr","Zmays_RefGen_V4",6,167227382,167127382,167327382,"Zm00001d038937",167324066,167326614,"(1 of 1) PTHR15492//PTHR15492:SF1 - FAMILY NOT NAMED // CYCLIN-D1-BINDING PROTEIN 1",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_6_167227382","OG0007408","Sr","Zmays_RefGen_V4",6,167227382,167127382,167327382,"Zm00001d038927",167149767,167155236,"(1 of 2) 1.8.3.2 - Thiol oxidase / Sulfhydryl oxidase",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_9_154432607.8","OG0013554","Sr","Zmays_RefGen_V4",9,154432607.8,154332327,154532708,"Zm00001d048315",154450335,154453803,"(1 of 1) 1.4.1.24 - 3-dehydroquinate synthase II / DHQ synthase II",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
"Zmays_RefGen_V4_Sr_9_154432607.8","OG0002247","Sr","Zmays_RefGen_V4",9,154432607.8,154332327,154532708,"Zm00001d048314",154446529,154450415,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",3,2,0.5,0.916545454545455,0.0250363636363636,0.0450654545454545
